dataset_id,platform,cdn_prefix,sample,counts_url,counts_bytes,spatial_url,spatial_bytes,image_url,image_bytes,binned_url,binned_bytes,skip_reason
tenx_visium_hd_cytassist_6p5mm_human_brain_cancer,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Human_Brain_Cancer/Visium_HD_6p5mm_Human_Brain_Cancer,Visium_HD_6p5mm_Human_Brain_Cancer,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Human_Brain_Cancer/Visium_HD_6p5mm_Human_Brain_Cancer_tissue_image.btf,2830454629,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Human_Brain_Cancer/Visium_HD_6p5mm_Human_Brain_Cancer_binned_outputs.tar.gz,7332055933,
tenx_visium_hd_cytassist_6p5mm_human_colon_cancer,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Human_Colon_Cancer/Visium_HD_6p5mm_Human_Colon_Cancer,Visium_HD_6p5mm_Human_Colon_Cancer,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Human_Colon_Cancer/Visium_HD_6p5mm_Human_Colon_Cancer_tissue_image.btf,7033997652,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Human_Colon_Cancer/Visium_HD_6p5mm_Human_Colon_Cancer_binned_outputs.tar.gz,7820274492,
tenx_visium_hd_cytassist_6p5mm_human_heart,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Human_Heart/Visium_HD_6p5mm_Human_Heart,Visium_HD_6p5mm_Human_Heart,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Human_Heart/Visium_HD_6p5mm_Human_Heart_tissue_image.btf,5813436731,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Human_Heart/Visium_HD_6p5mm_Human_Heart_binned_outputs.tar.gz,6079689026,
tenx_visium_hd_cytassist_6p5mm_mouse_brain,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Mouse_Brain/Visium_HD_6p5mm_Mouse_Brain,Visium_HD_6p5mm_Mouse_Brain,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Mouse_Brain/Visium_HD_6p5mm_Mouse_Brain_tissue_image.btf,1522598217,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Mouse_Brain/Visium_HD_6p5mm_Mouse_Brain_binned_outputs.tar.gz,8572829862,
tenx_visium_hd_cytassist_6p5mm_rat_liver,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Rat_Liver/Visium_HD_6p5mm_Rat_Liver,Visium_HD_6p5mm_Rat_Liver,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Rat_Liver/Visium_HD_6p5mm_Rat_Liver_tissue_image.btf,4846110424,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_6p5mm_Rat_Liver/Visium_HD_6p5mm_Rat_Liver_binned_outputs.tar.gz,13781189419,
tenx_visium_hd_cytassist_gene_expression_human_lu,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/3.1.1/Visium_HD_Human_Lung_Cancer_Fixed_Frozen/Visium_HD_Human_Lung_Cancer_Fixed_Frozen,Visium_HD_Human_Lung_Cancer_Fixed_Frozen,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/3.1.1/Visium_HD_Human_Lung_Cancer_Fixed_Frozen/Visium_HD_Human_Lung_Cancer_Fixed_Frozen_tissue_image.btf,4964863489,https://cf.10xgenomics.com/samples/spatial-exp/3.1.1/Visium_HD_Human_Lung_Cancer_Fixed_Frozen/Visium_HD_Human_Lung_Cancer_Fixed_Frozen_binned_outputs.tar.gz,8856987245,
tenx_visium_hd_cytassist_gene_expression_human_to,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/3.1.1/Visium_HD_Human_Tonsil_Fresh_Frozen/Visium_HD_Human_Tonsil_Fresh_Frozen,Visium_HD_Human_Tonsil_Fresh_Frozen,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/3.1.1/Visium_HD_Human_Tonsil_Fresh_Frozen/Visium_HD_Human_Tonsil_Fresh_Frozen_tissue_image.tif,8053229042,https://cf.10xgenomics.com/samples/spatial-exp/3.1.1/Visium_HD_Human_Tonsil_Fresh_Frozen/Visium_HD_Human_Tonsil_Fresh_Frozen_binned_outputs.tar.gz,17418358108,
tenx_visium_hd_cytassist_gene_expression_human_to_2,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/3.1.1/Visium_HD_Human_Tonsil_Fresh_Frozen_IF/Visium_HD_Human_Tonsil_Fresh_Frozen_IF,Visium_HD_Human_Tonsil_Fresh_Frozen_IF,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/3.1.1/Visium_HD_Human_Tonsil_Fresh_Frozen_IF/Visium_HD_Human_Tonsil_Fresh_Frozen_IF_tissue_image.tif,5452771832,https://cf.10xgenomics.com/samples/spatial-exp/3.1.1/Visium_HD_Human_Tonsil_Fresh_Frozen_IF/Visium_HD_Human_Tonsil_Fresh_Frozen_IF_binned_outputs.tar.gz,12045690668,
tenx_visium_hd_cytassist_gene_expression_librarie,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_FF_Human_Breast_Cancer/Visium_HD_FF_Human_Breast_Cancer,Visium_HD_FF_Human_Breast_Cancer,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_FF_Human_Breast_Cancer/Visium_HD_FF_Human_Breast_Cancer_tissue_image.tif,704236401,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_FF_Human_Breast_Cancer/Visium_HD_FF_Human_Breast_Cancer_binned_outputs.tar.gz,20119433416,
tenx_visium_hd_cytassist_gene_expression_librarie_10,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/3.1.2/Visium_HD_FF_Human_Breast_Cancer/Visium_HD_FF_Human_Breast_Cancer,Visium_HD_FF_Human_Breast_Cancer,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/3.1.2/Visium_HD_FF_Human_Breast_Cancer/Visium_HD_FF_Human_Breast_Cancer_tissue_image.tif,704236401,https://cf.10xgenomics.com/samples/spatial-exp/3.1.2/Visium_HD_FF_Human_Breast_Cancer/Visium_HD_FF_Human_Breast_Cancer_binned_outputs.tar.gz,20044531390,
tenx_visium_hd_cytassist_gene_expression_librarie_11,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/3.1.2/Visium_HD_FF_Human_Tonsil/Visium_HD_FF_Human_Tonsil,Visium_HD_FF_Human_Tonsil,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/3.1.2/Visium_HD_FF_Human_Tonsil/Visium_HD_FF_Human_Tonsil_tissue_image.tif,801747985,https://cf.10xgenomics.com/samples/spatial-exp/3.1.2/Visium_HD_FF_Human_Tonsil/Visium_HD_FF_Human_Tonsil_binned_outputs.tar.gz,19515076989,
tenx_visium_hd_cytassist_gene_expression_librarie_12,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/3.1.2/Visium_HD_Human_Breast_Cancer_FFPE/Visium_HD_Human_Breast_Cancer_FFPE,Visium_HD_Human_Breast_Cancer_FFPE,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/3.1.2/Visium_HD_Human_Breast_Cancer_FFPE/Visium_HD_Human_Breast_Cancer_FFPE_tissue_image.btf,4010944160,https://cf.10xgenomics.com/samples/spatial-exp/3.1.2/Visium_HD_Human_Breast_Cancer_FFPE/Visium_HD_Human_Breast_Cancer_FFPE_binned_outputs.tar.gz,6748255394,
tenx_visium_hd_cytassist_gene_expression_librarie_13,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Pancreas/Visium_HD_Human_Pancreas,Visium_HD_Human_Pancreas,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Pancreas/Visium_HD_Human_Pancreas_tissue_image.btf,8022557702,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Pancreas/Visium_HD_Human_Pancreas_binned_outputs.tar.gz,8046375772,
tenx_visium_hd_cytassist_gene_expression_librarie_14,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Mouse_Embryo/Visium_HD_Mouse_Embryo,Visium_HD_Mouse_Embryo,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Mouse_Embryo/Visium_HD_Mouse_Embryo_tissue_image.btf,2080973317,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Mouse_Embryo/Visium_HD_Mouse_Embryo_binned_outputs.tar.gz,9808678337,
tenx_visium_hd_cytassist_gene_expression_librarie_15,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Mouse_Kidney/Visium_HD_Mouse_Kidney,Visium_HD_Mouse_Kidney,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Mouse_Kidney/Visium_HD_Mouse_Kidney_tissue_image.btf,2542615745,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Mouse_Kidney/Visium_HD_Mouse_Kidney_binned_outputs.tar.gz,9474823404,
tenx_visium_hd_cytassist_gene_expression_librarie_16,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Lung_Cancer/Visium_HD_Human_Lung_Cancer,Visium_HD_Human_Lung_Cancer,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Lung_Cancer/Visium_HD_Human_Lung_Cancer_tissue_image.tif,3070055568,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Lung_Cancer/Visium_HD_Human_Lung_Cancer_binned_outputs.tar.gz,11593832742,
tenx_visium_hd_cytassist_gene_expression_librarie_17,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer,Visium_HD_Human_Colon_Cancer,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_tissue_image.btf,11098424743,https://cf.10xgenomics.com/samples/spatial-exp/3.0.0/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_binned_outputs.tar.gz,15886623172,
tenx_visium_hd_cytassist_gene_expression_librarie_2,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Pancreas/Visium_HD_Human_Pancreas,Visium_HD_Human_Pancreas,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Pancreas/Visium_HD_Human_Pancreas_tissue_image.btf,8022557702,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Pancreas/Visium_HD_Human_Pancreas_binned_outputs.tar.gz,8050609079,
tenx_visium_hd_cytassist_gene_expression_librarie_3,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Kidney_FFPE/Visium_HD_Human_Kidney_FFPE,Visium_HD_Human_Kidney_FFPE,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Kidney_FFPE/Visium_HD_Human_Kidney_FFPE_tissue_image.btf,4328630264,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Kidney_FFPE/Visium_HD_Human_Kidney_FFPE_binned_outputs.tar.gz,6441848464,
tenx_visium_hd_cytassist_gene_expression_librarie_4,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Lymph_Node_FFPE/Visium_HD_Human_Lymph_Node_FFPE,Visium_HD_Human_Lymph_Node_FFPE,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Lymph_Node_FFPE/Visium_HD_Human_Lymph_Node_FFPE_tissue_image.tif,2218305037,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Lymph_Node_FFPE/Visium_HD_Human_Lymph_Node_FFPE_binned_outputs.tar.gz,2783809559,
tenx_visium_hd_cytassist_gene_expression_librarie_5,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer,Visium_HD_Human_Colon_Cancer,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_tissue_image.btf,11098424743,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Colon_Cancer/Visium_HD_Human_Colon_Cancer_binned_outputs.tar.gz,15912158814,
tenx_visium_hd_cytassist_gene_expression_librarie_6,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Mouse_Kidney/Visium_HD_Mouse_Kidney,Visium_HD_Mouse_Kidney,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Mouse_Kidney/Visium_HD_Mouse_Kidney_tissue_image.btf,2542615745,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Mouse_Kidney/Visium_HD_Mouse_Kidney_binned_outputs.tar.gz,9480569537,
tenx_visium_hd_cytassist_gene_expression_librarie_7,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Prostate_Cancer_FFPE/Visium_HD_Human_Prostate_Cancer_FFPE,Visium_HD_Human_Prostate_Cancer_FFPE,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Prostate_Cancer_FFPE/Visium_HD_Human_Prostate_Cancer_FFPE_tissue_image.tif,2107388773,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Prostate_Cancer_FFPE/Visium_HD_Human_Prostate_Cancer_FFPE_binned_outputs.tar.gz,3459153268,
tenx_visium_hd_cytassist_gene_expression_librarie_8,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Mouse_Embryo/Visium_HD_Mouse_Embryo,Visium_HD_Mouse_Embryo,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Mouse_Embryo/Visium_HD_Mouse_Embryo_tissue_image.btf,2080973317,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Mouse_Embryo/Visium_HD_Mouse_Embryo_binned_outputs.tar.gz,9827001232,
tenx_visium_hd_cytassist_gene_expression_librarie_9,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/3.1.2/Visium_HD_Human_Kidney_FFPE/Visium_HD_Human_Kidney_FFPE,Visium_HD_Human_Kidney_FFPE,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/3.1.2/Visium_HD_Human_Kidney_FFPE/Visium_HD_Human_Kidney_FFPE_tissue_image.tif,4328630264,https://cf.10xgenomics.com/samples/spatial-exp/3.1.2/Visium_HD_Human_Kidney_FFPE/Visium_HD_Human_Kidney_FFPE_binned_outputs.tar.gz,6432611994,
tenx_visium_hd_cytassist_gene_expression_mouse_lu,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/3.1.1/Visium_HD_Mouse_Lung_Fresh_Frozen/Visium_HD_Mouse_Lung_Fresh_Frozen,Visium_HD_Mouse_Lung_Fresh_Frozen,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/3.1.1/Visium_HD_Mouse_Lung_Fresh_Frozen/Visium_HD_Mouse_Lung_Fresh_Frozen_tissue_image.tif,6901088572,https://cf.10xgenomics.com/samples/spatial-exp/3.1.1/Visium_HD_Mouse_Lung_Fresh_Frozen/Visium_HD_Mouse_Lung_Fresh_Frozen_binned_outputs.tar.gz,14957687150,
tenx_visium_hd_cytassist_gene_expression_ovarian_,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Ovarian_Cancer_FF/Visium_HD_Human_Ovarian_Cancer_FF,Visium_HD_Human_Ovarian_Cancer_FF,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Ovarian_Cancer_FF/Visium_HD_Human_Ovarian_Cancer_FF_tissue_image.btf,2312188392,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_Human_Ovarian_Cancer_FF/Visium_HD_Human_Ovarian_Cancer_FF_binned_outputs.tar.gz,23648788575,
tenx_visium_hd_three_prime_human_lymph_node_fresh,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_3prime_Human_Lymph_Node/Visium_HD_3prime_Human_Lymph_Node,Visium_HD_3prime_Human_Lymph_Node,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_3prime_Human_Lymph_Node/Visium_HD_3prime_Human_Lymph_Node_tissue_image.btf,3693969871,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_3prime_Human_Lymph_Node/Visium_HD_3prime_Human_Lymph_Node_binned_outputs.tar.gz,5221324830,
tenx_visium_hd_three_prime_human_pancreatic_cance,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Human_Pancreatic_Cancer/Visium_HD_3prime_Human_Pancreatic_Cancer,Visium_HD_3prime_Human_Pancreatic_Cancer,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Human_Pancreatic_Cancer/Visium_HD_3prime_Human_Pancreatic_Cancer_tissue_image.btf,6794918853,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Human_Pancreatic_Cancer/Visium_HD_3prime_Human_Pancreatic_Cancer_binned_outputs.tar.gz,7666630616,
tenx_visium_hd_three_prime_human_tonsil_fresh_fro,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_3prime_Human_Tonsil/Visium_HD_3prime_Human_Tonsil,Visium_HD_3prime_Human_Tonsil,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_3prime_Human_Tonsil/Visium_HD_3prime_Human_Tonsil_tissue_image.btf,3740370073,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_3prime_Human_Tonsil/Visium_HD_3prime_Human_Tonsil_binned_outputs.tar.gz,6926877093,
tenx_visium_hd_three_prime_mouse_brain_fresh_froz,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Mouse_Brain/Visium_HD_3prime_Mouse_Brain,Visium_HD_3prime_Mouse_Brain,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Mouse_Brain/Visium_HD_3prime_Mouse_Brain_tissue_image.btf,1288237750,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Mouse_Brain/Visium_HD_3prime_Mouse_Brain_binned_outputs.tar.gz,3889278121,
tenx_visium_hd_three_prime_mouse_embryo_fresh_fro,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Mouse_Embryo/Visium_HD_3prime_Mouse_Embryo,Visium_HD_3prime_Mouse_Embryo,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Mouse_Embryo/Visium_HD_3prime_Mouse_Embryo_tissue_image.btf,5662439827,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Mouse_Embryo/Visium_HD_3prime_Mouse_Embryo_binned_outputs.tar.gz,8904282328,
tenx_visium_hd_three_prime_mouse_kidney,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Mouse_Kidney/Visium_HD_3prime_Mouse_Kidney,Visium_HD_3prime_Mouse_Kidney,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Mouse_Kidney/Visium_HD_3prime_Mouse_Kidney_tissue_image.btf,1629554671,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Mouse_Kidney/Visium_HD_3prime_Mouse_Kidney_binned_outputs.tar.gz,5593923942,
tenx_visium_hd_three_prime_mouse_ovary_fresh_froz,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_3prime_Mouse_Ovary/Visium_HD_3prime_Mouse_Ovary,Visium_HD_3prime_Mouse_Ovary,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_3prime_Mouse_Ovary/Visium_HD_3prime_Mouse_Ovary_tissue_image.btf,294172467,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_3prime_Mouse_Ovary/Visium_HD_3prime_Mouse_Ovary_binned_outputs.tar.gz,923201961,
tenx_visium_hd_three_prime_ovarian_cancer_discove,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Human_Ovarian_Cancer_FF/Visium_HD_3prime_Human_Ovarian_Cancer_FF,Visium_HD_3prime_Human_Ovarian_Cancer_FF,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Human_Ovarian_Cancer_FF/Visium_HD_3prime_Human_Ovarian_Cancer_FF_tissue_image.btf,2125800824,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Human_Ovarian_Cancer_FF/Visium_HD_3prime_Human_Ovarian_Cancer_FF_binned_outputs.tar.gz,11868138945,
tenx_visium_hd_three_prime_ovarian_cancer_fresh_f,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Human_Ovarian_Cancer/Visium_HD_3prime_Human_Ovarian_Cancer,Visium_HD_3prime_Human_Ovarian_Cancer,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Human_Ovarian_Cancer/Visium_HD_3prime_Human_Ovarian_Cancer_tissue_image.btf,13413631951,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Human_Ovarian_Cancer/Visium_HD_3prime_Human_Ovarian_Cancer_binned_outputs.tar.gz,11316542567,
tenx_visium_hd_three_prime_rhesus_kidney_fresh_fr,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Rhesus_Kidney/Visium_HD_3prime_Rhesus_Kidney,Visium_HD_3prime_Rhesus_Kidney,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Rhesus_Kidney/Visium_HD_3prime_Rhesus_Kidney_tissue_image.btf,1484062550,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Rhesus_Kidney/Visium_HD_3prime_Rhesus_Kidney_binned_outputs.tar.gz,2713745120,
tenx_visium_hd_three_prime_rhesus_liver_fresh_fro,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_3prime_Rhesus_Liver/Visium_HD_3prime_Rhesus_Liver,Visium_HD_3prime_Rhesus_Liver,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_3prime_Rhesus_Liver/Visium_HD_3prime_Rhesus_Liver_tissue_image.btf,2335781119,https://cf.10xgenomics.com/samples/spatial-exp/4.1.0/Visium_HD_3prime_Rhesus_Liver/Visium_HD_3prime_Rhesus_Liver_binned_outputs.tar.gz,5197283597,
tenx_visium_hd_three_prime_zebrafish_head_fresh_f,Visium HD,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Zebrafish_Head/Visium_HD_3prime_Zebrafish_Head,Visium_HD_3prime_Zebrafish_Head,,0,,0,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Zebrafish_Head/Visium_HD_3prime_Zebrafish_Head_tissue_image.btf,2114003993,https://cf.10xgenomics.com/samples/spatial-exp/4.0.1/Visium_HD_3prime_Zebrafish_Head/Visium_HD_3prime_Zebrafish_Head_binned_outputs.tar.gz,1952355243,
tenx_aggregate_of_mouse_brain_sections_cytassist_,Visium,,,,0,,0,,0,,0,Space Ranger aggr output: several sections in one matrix; needs per-library split
tenx_aggregate_of_mouse_brain_sections_visium_fre,Visium,,,,0,,0,,0,,0,Space Ranger aggr output: several sections in one matrix; needs per-library split
tenx_human_cerebellum_targeted_compare_neuroscien,Visium,,,,0,,0,,0,,0,no verified bundle URL (see notes)
tenx_human_cerebellum_targeted_neuroscience_panel_2,Visium,,,,0,,0,,0,,0,several tissues on one capture area; tissue is per-section
tenx_human_cerebellum_whole_transcriptome_analysi,Visium,,,,0,,0,,0,,0,several tissues on one capture area; tissue is per-section
tenx_human_ovarian_cancer_targeted_compare_immuno,Visium,,,,0,,0,,0,,0,no verified bundle URL (see notes)
tenx_mouse_tissue_microarray_in_3x3_layout_with_1,Visium,,,,0,,0,,0,,0,several tissues on one capture area; tissue is per-section
tenx_mouse_tissue_microarray_in_3x3_layout_with_2,Visium,,,,0,,0,,0,,0,several tissues on one capture area; tissue is per-section
tenx_mouse_tissue_microarray_in_5x5_layout_with_1,Visium,,,,0,,0,,0,,0,several tissues on one capture area; tissue is per-section
tenx_multiomic_integration_neuroscience_applicati,Visium,https://cf.10xgenomics.com/samples/spatial-exp/1.3.1/VisiumFFPE_Mouse_Brain_Alzheimers_AppNote/VisiumFFPE_Mouse_Brain_Alzheimers_AppNote,VisiumFFPE_Mouse_Brain_Alzheimers_AppNote,https://cf.10xgenomics.com/samples/spatial-exp/1.3.1/VisiumFFPE_Mouse_Brain_Alzheimers_AppNote/VisiumFFPE_Mouse_Brain_Alzheimers_AppNote_filtered_feature_bc_matrix.h5,230849950,https://cf.10xgenomics.com/samples/spatial-exp/1.3.1/VisiumFFPE_Mouse_Brain_Alzheimers_AppNote/VisiumFFPE_Mouse_Brain_Alzheimers_AppNote_spatial.tar.gz,48729878,,0,,0,not on the CDN: image
tenx_visium_hd_cytassist_11mm_human_colon_cancer_,Visium HD,,,,0,,0,,0,,0,no verified bundle URL (see notes)
tenx_visium_hd_cytassist_11mm_human_ovarian_cance,Visium HD,,,,0,,0,,0,,0,no verified bundle URL (see notes)
tenx_visium_hd_cytassist_11mm_human_ta,Visium HD,,,,0,,0,,0,,0,no verified bundle URL (see notes)
tenx_visium_hd_three_prime_arabidopsis,Visium HD,,,,0,,0,,0,,0,plant tissue; the donor/tissue schema is animal-oriented
tenx_visium_hd_three_prime_human_mouse_xenograft_,Visium HD,,,,0,,0,,0,,0,two species on one capture area (xenograft); organism is per-row
tenx_visium_hd_three_prime_soybean,Visium HD,,,,0,,0,,0,,0,plant tissue; the donor/tissue schema is animal-oriented
