folder_name,sample,study,dataset_id,data_access_link,species,organism_ontology_term_id,assay,assay_ontology_term_id,tissue,tissue_ontology_term_id,sex,sex_ontology_term_id,age_num,age_unit,age_group,development_stage_ontology_term_id,disease_level1,disease_level2,disease_level3,disease_ontology_term_id_level1,disease_ontology_term_id_level2,disease_ontology_term_id_level3,self_reported_ethnicity_ontology_term_id,source,raw_on_farm,download_url,H&E_on_farm
Xenium_Preview_Human_Non_diseased_Lung_With_Add_on_FFPE,Xenium Human Lung 1 - Non-diseased,Human Lung Cancer Preview Data,41,https://www.10xgenomics.com/datasets/xenium-human-lung-preview-data-1-standard,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,lung,UBERON:0002048,na,unknown,,,,HsapDv:0000258,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_Preview_Human_Non_diseased_Lung_With_Add_on_FFPE,https://cf.10xgenomics.com/samples/xenium/1.3.0/Xenium_Preview_Human_Non_diseased_Lung_With_Add_on_FFPE/Xenium_Preview_Human_Non_diseased_Lung_With_Add_on_FFPE_outs.zip,
Xenium_Preview_Human_Lung_Cancer_With_Add_on_2_FFPE,Xenium Human Lung 1 - Lung Cancer,Human Lung Cancer Preview Data,41,https://www.10xgenomics.com/datasets/xenium-human-lung-preview-data-1-standard,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,lung,UBERON:0002048,na,unknown,,,,HsapDv:0000258,cancer,lung_cancer,lung_adenocarcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005061,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_Preview_Human_Lung_Cancer_With_Add_on_2_FFPE,https://s3-us-west-2.amazonaws.com/10x.files/samples/xenium/1.3.0/Xenium_Preview_Human_Lung_Cancer_With_Add_on_2_FFPE/Xenium_Preview_Human_Lung_Cancer_With_Add_on_2_FFPE_outs.zip,
Xenium_V1_FFPE_Human_Brain_Healthy_With_Addon,Xenium Human Brain 1 - Healthy,Xenium Human Brain Preview Data,42,https://www.10xgenomics.com/datasets/xenium-human-brain-preview-data-1-standard,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,HsapDv:0000258,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_FFPE_Human_Brain_Healthy_With_Addon,https://cf.10xgenomics.com/samples/xenium/1.3.0/Xenium_V1_FFPE_Human_Brain_Healthy_With_Addon/Xenium_V1_FFPE_Human_Brain_Healthy_With_Addon_outs.zip,
Xenium_V1_FFPE_Human_Brain_Glioblastoma_With_Addon,Xenium Human Brain 1 - Glioblastoma,Xenium Human Brain Preview Data,42,https://www.10xgenomics.com/datasets/xenium-human-brain-preview-data-1-standard,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,HsapDv:0000258,cancer,central_nervous_system_cancer,glioblastoma,MONDO:0004992,MONDO:0002714,MONDO:0018177,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_FFPE_Human_Brain_Glioblastoma_With_Addon,https://cf.10xgenomics.com/samples/xenium/1.3.0/Xenium_V1_FFPE_Human_Brain_Glioblastoma_With_Addon/Xenium_V1_FFPE_Human_Brain_Glioblastoma_With_Addon_outs.zip,
Xenium_V1_FFPE_Human_Brain_Alzheimers_With_Addon,Xenium Human Brain 1 - Alzheimers,Xenium Human Brain Preview Data,42,https://www.10xgenomics.com/datasets/xenium-human-brain-preview-data-1-standard,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,HsapDv:0000258,nervous_system_disorder,neurodegenerative_disease,alzheimer_disease,MONDO:0005071,MONDO:0005559,MONDO:0004975,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_FFPE_Human_Brain_Alzheimers_With_Addon,https://cf.10xgenomics.com/samples/xenium/1.3.0/Xenium_V1_FFPE_Human_Brain_Alzheimers_With_Addon/Xenium_V1_FFPE_Human_Brain_Alzheimers_With_Addon_outs.zip,
Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE,Xenium Human Tonsil 1 - FLH,Xenium Human Tonsil 1,43,https://www.10xgenomics.com/datasets/human-tonsil-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,tonsil,UBERON:0002372,na,unknown,,,,HsapDv:0000258,immune_system_disorder,lymphoid_system_disorder,pseudolymphoma,MONDO:0005046,MONDO:0044986,MONDO:0043959,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE,https://s3-us-west-2.amazonaws.com/10x.files/samples/xenium/1.9.0/Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE/Xenium_V1_hTonsil_follicular_lymphoid_hyperplasia_section_FFPE_outs.zip,
Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE,Xenium Human Tonsil 1 - RFH,Xenium Human Tonsil 1,43,https://www.10xgenomics.com/datasets/human-tonsil-data-xenium-human-multi-tissue-and-cancer-panel-1-standard,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,tonsil,UBERON:0002372,na,unknown,,,,HsapDv:0000258,immune_system_disorder,lymphoid_system_disorder,pseudolymphoma,MONDO:0005046,MONDO:0044986,MONDO:0043959,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE,https://s3-us-west-2.amazonaws.com/10x.files/samples/xenium/1.9.0/Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE/Xenium_V1_hTonsil_reactive_follicular_hyperplasia_section_FFPE_outs.zip,
Active-C_2013-019,Xenium Human Spinal Cord MS Active_019,Cellular architecture of evolving neuroinflammatory lesions and multiple sclerosis pathology,44,https://zenodo.org/records/8037425,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,spinal_cord,UBERON:0002240,na,unknown,,,,HsapDv:0000258,nervous_system_disorder,autoimmune_disorder_of_the_nervous_system,multiple_sclerosis,MONDO:0005071,MONDO:0002977,MONDO:0005301,unknown,offline,,,
Active-C_2017-100,Xenium Human Spinal Cord MS Active_100,Cellular architecture of evolving neuroinflammatory lesions and multiple sclerosis pathology,44,https://zenodo.org/records/8037425,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,spinal_cord,UBERON:0002240,na,unknown,,,,HsapDv:0000258,nervous_system_disorder,autoimmune_disorder_of_the_nervous_system,multiple_sclerosis,MONDO:0005071,MONDO:0002977,MONDO:0005301,unknown,offline,,,
Ctrl-C_2012-071,Xenium Human Spinal Cord MS Ctrl_071,Cellular architecture of evolving neuroinflammatory lesions and multiple sclerosis pathology,44,https://zenodo.org/records/8037425,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,spinal_cord,UBERON:0002240,na,unknown,,,,HsapDv:0000258,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
Ctrl-C_2017-16,Xenium Human Spinal Cord MS Ctrl_16,Cellular architecture of evolving neuroinflammatory lesions and multiple sclerosis pathology,44,https://zenodo.org/records/8037425,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,spinal_cord,UBERON:0002240,na,unknown,,,,HsapDv:0000258,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,offline,,,
Inactive-C_2007-069,Xenium Human Spinal Cord MS Inactive_069,Cellular architecture of evolving neuroinflammatory lesions and multiple sclerosis pathology,44,https://zenodo.org/records/8037425,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,spinal_cord,UBERON:0002240,na,unknown,,,,HsapDv:0000258,nervous_system_disorder,autoimmune_disorder_of_the_nervous_system,multiple_sclerosis,MONDO:0005071,MONDO:0002977,MONDO:0005301,unknown,offline,,,
Inactive-C_2012-078,Xenium Human Spinal Cord MS Inactive_078,Cellular architecture of evolving neuroinflammatory lesions and multiple sclerosis pathology,44,https://zenodo.org/records/8037425,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,spinal_cord,UBERON:0002240,na,unknown,,,,HsapDv:0000258,nervous_system_disorder,autoimmune_disorder_of_the_nervous_system,multiple_sclerosis,MONDO:0005071,MONDO:0002977,MONDO:0005301,unknown,offline,,,
Xenium_Prime_Cervical_Cancer_FFPE,Xenium Human Cervical Cancer (Prime),FFPE Human Cervical Cancer with 5K Human Pan Tissue and Pathways Panel plus 100 Custom Genes,45,https://www.10xgenomics.com/datasets/xenium-prime-ffpe-human-cervical-cancer,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,cervix,UBERON:0000002,female,PATO:0000383,,,,HsapDv:0000258,cancer,female_reproductive_organ_cancer,cervical_cancer,MONDO:0004992,MONDO:0001416,MONDO:0002974,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_Prime_Cervical_Cancer_FFPE,https://s3-us-west-2.amazonaws.com/10x.files/samples/xenium/3.0.0/Xenium_Prime_Cervical_Cancer_FFPE/Xenium_Prime_Cervical_Cancer_FFPE_outs.zip,
Xenium_Prime_Human_Lymph_Node_Reactive_FFPE,Xenium Human Lymph Node (Prime),Preview Data: FFPE Human Lymph Node with 5K Pan Tissue and Pathways Panel,46,https://www.10xgenomics.com/datasets/preview-data-xenium-prime-gene-expression,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,lymph node,UBERON:0000029,na,unknown,,,,HsapDv:0000258,immune_system_disorder,lymphoid_system_disorder,pseudolymphoma,MONDO:0005046,MONDO:0044986,MONDO:0043959,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_Prime_Human_Lymph_Node_Reactive_FFPE,https://s3-us-west-2.amazonaws.com/10x.files/samples/xenium/3.0.0/Xenium_Prime_Human_Lymph_Node_Reactive_FFPE/Xenium_Prime_Human_Lymph_Node_Reactive_FFPE_outs.zip,
Xenium_Prime_Human_Ovary_FF,Xenium Human Ovary (Prime),Fresh Frozen Human Ovarian Adenocarcinoma with 5K Human Pan Tissue and Pathways Panel,47,https://www.10xgenomics.com/datasets/xenium-prime-fresh-frozen-human-ovary,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,ovary,UBERON:0000992,female,PATO:0000383,,,,HsapDv:0000258,cancer,female_reproductive_organ_cancer,ovarian_adenocarcinoma,MONDO:0004992,MONDO:0001416,MONDO:0002752,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_Prime_Human_Ovary_FF,https://s3-us-west-2.amazonaws.com/10x.files/samples/xenium/3.0.0/Xenium_Prime_Human_Ovary_FF/Xenium_Prime_Human_Ovary_FF_outs.zip,
Xenium_Prime_Human_Prostate_FFPE,Xenium Human Prostate (Prime),Preview Data: FFPE Human Prostate Adenocarcinoma with 5K Human Pan Tissue and Pathways Panel,48,https://www.10xgenomics.com/datasets/xenium-prime-ffpe-human-prostate,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,prostate,UBERON:0002367,male,PATO:0000384,,,,HsapDv:0000258,cancer,male_reproductive_organ_cancer,prostate_adenocarcinoma,MONDO:0004992,MONDO:0005836,MONDO:0005082,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_Prime_Human_Prostate_FFPE,https://cf.10xgenomics.com/samples/xenium/3.0.0/Xenium_Prime_Human_Prostate_FFPE/Xenium_Prime_Human_Prostate_FFPE_outs.zip,
Xenium_Prime_Human_Skin_FFPE,Xenium Human Skin (Prime),Preview Data: FFPE Human Skin Primary Dermal Melanoma with 5K Human Pan Tissue and Pathways Panel,49,https://www.10xgenomics.com/datasets/xenium-prime-ffpe-human-skin,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,skin,UBERON:0002097,na,unknown,,,,HsapDv:0000258,cancer,skin_cancer,melanoma,MONDO:0004992,MONDO:0002898,MONDO:0005105,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_Prime_Human_Skin_FFPE,https://cf.10xgenomics.com/samples/xenium/3.0.0/Xenium_Prime_Human_Skin_FFPE/Xenium_Prime_Human_Skin_FFPE_outs.zip,
Xenium_Prime_Ovarian_Cancer_FFPE,Xenium Human Ovarian Cancer (Prime),FFPE Human Ovarian Cancer with 5K Human Pan Tissue and Pathways Panel plus 100 Custom Genes,50,https://www.10xgenomics.com/datasets/xenium-prime-ffpe-human-ovarian-cancer,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,ovary,UBERON:0000992,female,PATO:0000383,,,,HsapDv:0000258,cancer,female_reproductive_organ_cancer,ovarian_papillary_serous_carcinoma,MONDO:0004992,MONDO:0001416,MONDO:0003874,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_Prime_Ovarian_Cancer_FFPE,https://s3-us-west-2.amazonaws.com/10x.files/samples/xenium/3.0.0/Xenium_Prime_Ovarian_Cancer_FFPE/Xenium_Prime_Ovarian_Cancer_FFPE_outs.zip,
Xenium_V1_Human_Colorectal_Cancer_Addon_FFPE,Xenium Human Colorectal Cancer,FFPE Human Colorectal Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,51,https://www.10xgenomics.com/datasets/ffpe-human-colorectal-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,colon,UBERON:0001155,na,unknown,,,,HsapDv:0000258,cancer,colorectal_cancer,colorectal_adenocarcinoma,MONDO:0004992,MONDO:0005575,MONDO:0005008,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_Human_Colorectal_Cancer_Addon_FFPE,https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_Human_Colorectal_Cancer_Addon_FFPE/Xenium_V1_Human_Colorectal_Cancer_Addon_FFPE_outs.zip,
Xenium_V1_Human_Ductal_Adenocarcinoma_FFPE,Xenium Human Ductal Adenocarcinoma,FFPE Human Pancreatic Ductal Adenocarcinoma Data with Human Immuno-Oncology Profiling Panel,52,https://www.10xgenomics.com/datasets/ffpe-human-ductal-adenocarcinoma-data-with-human-immuno-oncology-profiling-panel-1-standard,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,pancreas,UBERON:0001264,na,unknown,,,,HsapDv:0000258,cancer,pancreatic_neoplasm,pancreatic_ductal_adenocarcinoma,MONDO:0004992,MONDO:0021040,MONDO:0005184,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_Human_Ductal_Adenocarcinoma_FFPE,https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_Human_Ductal_Adenocarcinoma_FFPE/Xenium_V1_Human_Ductal_Adenocarcinoma_FFPE_outs.zip,
Xenium_V1_Human_Lung_Cancer_Addon_FFPE,Xenium Human Lung Cancer,FFPE Human Lung Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,53,https://www.10xgenomics.com/datasets/ffpe-human-lung-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,lung,UBERON:0002048,na,unknown,,,,HsapDv:0000258,cancer,lung_cancer,nonsmall_cell_lung_carcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005233,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_Human_Lung_Cancer_Addon_FFPE,https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_Human_Lung_Cancer_Addon_FFPE/Xenium_V1_Human_Lung_Cancer_Addon_FFPE_outs.zip,
Xenium_V1_Human_Ovarian_Cancer_Addon_FFPE,Xenium Human Ovarian Cancer,FFPE Human Ovarian Cancer Data with Human Immuno-Oncology Profiling Panel and Custom Add-on,54,https://www.10xgenomics.com/datasets/ffpe-human-ovarian-cancer-data-with-human-immuno-oncology-profiling-panel-and-custom-add-on-1-standard,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,ovary,UBERON:0000992,female,PATO:0000383,,,,HsapDv:0000258,cancer,female_reproductive_organ_cancer,ovary_serous_carcinoma,MONDO:0004992,MONDO:0001416,MONDO:0005211,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_Human_Ovarian_Cancer_Addon_FFPE,https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_Human_Ovarian_Cancer_Addon_FFPE/Xenium_V1_Human_Ovarian_Cancer_Addon_FFPE_outs.zip,
Xenium_Prime_Human_Breast_Cancer_FFPE,Xenium Human Breast Cancer,FFPE Human Breast Cancer with 5K Human Pan Tissue and Pathways Panel plus 100 Custom Genes,81,https://www.10xgenomics.com/datasets/xenium-prime-ffpe-human-breast-cancer,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,breast,UBERON:0000310,na,unknown,,,,unknown,cancer,breast_cancer,breast_cancer,MONDO:0004992,MONDO:0007254,MONDO:0007254,unknown,online,,https://s3-us-west-2.amazonaws.com/10x.files/samples/xenium/3.0.0/Xenium_Prime_Breast_Cancer_FFPE/Xenium_Prime_Breast_Cancer_FFPE_outs.zip,
Xenium_Human_Lung_Cancer,Xenium Human Lung Cancer,Post-Xenium Technical Note: Xenium v1 and Xenium Prime 5K for FFPE Human Lung Cancer,82,https://www.10xgenomics.com/datasets/xenium-human-lung-cancer-post-xenium-technote,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,lung,UBERON:0002048,na,unknown,,,,unknown,cancer,lung_cancer,lung_adenocarcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005233,unknown,online,,https://cf.10xgenomics.com/samples/xenium/3.0.0/Xenium_V1_Human_Lung_Cancer_FFPE/Xenium_V1_Human_Lung_Cancer_FFPE_outs.zip,
Xenium_Human_Lung_Cancer,Xenium Human Lung Cancer,Post-Xenium Technical Note: Xenium v1 and Xenium Prime 5K for FFPE Human Lung Cancer,82,https://www.10xgenomics.com/datasets/xenium-human-lung-cancer-post-xenium-technote,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,lung,UBERON:0002048,na,unknown,,,,unknown,cancer,lung_cancer,lung_adenocarcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005233,unknown,online,,https://s3-us-west-2.amazonaws.com/10x.files/samples/xenium/3.0.0/Xenium_Prime_Human_Lung_Cancer_FFPE/Xenium_Prime_Human_Lung_Cancer_FFPE_outs.zip,
MERSCOPE_Human_Brain_Alzheimer_FF,MERSCOPE Human Brain Alzheimer,MERSCOPE 1000 Plex Data Release,83,https://info.vizgen.com/1000-plex-showcase?submissionGuid=0905e7be-7ce2-4519-804c-d62f824ec377,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,brain,UBERON:0000955,na,unknown,,,,unknown,nervous_system_disorder,neurodegenerative_disease,alzheimer_disease,MONDO:0005071,MONDO:0005559,MONDO:0004975,unknown,online,,https://storage.googleapis.com/vz-1k-showcase/human_brain_1k/202309251210_HuBrain-FF-SampleF-RC_VMSC000000/region_0/cell_metadata.csv,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERSCOPE_Human_Breast_Cancer_Patient1,MERSCOPE Human Breast Cancer 1,MERSCOPE FFPE Human Immuno-Oncology Data Release,14,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,breast,UBERON:0000310,na,unknown,,,,unknown,cancer,breast_cancer,breast_cancer,MONDO:0004992,MONDO:0007254,MONDO:0007254,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Colon_Cancer_Patient1,MERSCOPE Human Colon Cancer 1,MERSCOPE FFPE Human Immuno-Oncology Data Release,15,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,colon,UBERON:0001155,na,unknown,,,,unknown,cancer,colon_cancer,colon_cancer,MONDO:0004992,MONDO:0002032,MONDO:0002032,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanColonCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanColonCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Colon_Cancer_Patient2,MERSCOPE Human Colon Cancer 2,MERSCOPE FFPE Human Immuno-Oncology Data Release,15,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,colon,UBERON:0001155,na,unknown,,,,unknown,cancer,colon_cancer,colon_cancer,MONDO:0004992,MONDO:0002032,MONDO:0002032,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Liver_Cancer_Patient1,MERSCOPE Human Liver Cancer 1,MERSCOPE FFPE Human Immuno-Oncology Data Release,16,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,liver,UBERON:0002107,na,unknown,,,,unknown,cancer,liver_cancer,liver_cancer,MONDO:0004992,MONDO:0002691,MONDO:0002691,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Liver_Cancer_Patient2,MERSCOPE Human Liver Cancer 2,MERSCOPE FFPE Human Immuno-Oncology Data Release,16,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,liver,UBERON:0002107,na,unknown,,,,unknown,cancer,liver_cancer,liver_cancer,MONDO:0004992,MONDO:0002691,MONDO:0002691,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Lung_Cancer_Patient1,MERSCOPE Human Lung Cancer 1,MERSCOPE FFPE Human Immuno-Oncology Data Release,17,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,lung,UBERON:0002048,na,unknown,,,,unknown,cancer,lung_cancer,lung_cancer,MONDO:0004992,MONDO:0008903,MONDO:0008903,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Lung_Cancer_Patient2,MERSCOPE Human Lung Cancer 2,MERSCOPE FFPE Human Immuno-Oncology Data Release,17,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,lung,UBERON:0002048,na,unknown,,,,unknown,cancer,lung_cancer,lung_cancer,MONDO:0004992,MONDO:0008903,MONDO:0008903,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Melanoma_Patient1,MERSCOPE Human Melanoma 1,MERSCOPE FFPE Human Immuno-Oncology Data Release,18,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,skin,UBERON:0000014,na,unknown,,,,unknown,cancer,skin_cancer,melanoma,MONDO:0004992,MONDO:0002898,MONDO:0005105,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Melanoma_Patient2,MERSCOPE Human Melanoma 2,MERSCOPE FFPE Human Immuno-Oncology Data Release,18,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,skin,UBERON:0000014,na,unknown,,,,unknown,cancer,skin_cancer,melanoma,MONDO:0004992,MONDO:0002898,MONDO:0005105,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Ovarian_Cancer_Patient1,MERSCOPE Human Ovarian Cancer 1,MERSCOPE FFPE Human Immuno-Oncology Data Release,19,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,ovary,UBERON:0000992,female,PATO:0000383,,,,unknown,cancer,female_reproductive_organ_cancer,ovarian_cancer,MONDO:0004992,MONDO:0001416,MONDO:0008170,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
MERSCOPE_Human_Ovarian_Cancer_Patient2_Slice1,MERSCOPE Human Ovarian Cancer 2-1,MERSCOPE FFPE Human Immuno-Oncology Data Release,19,https://info.vizgen.com/ffpe-showcase?submissionGuid=d4f4d370-4578-40fe-99ca-4325d6e2dfd0,homo_sapiens,NCBITaxon:9606,merfish,EFO:0008992,ovary,UBERON:0000992,female,PATO:0000383,,,,unknown,cancer,female_reproductive_organ_cancer,ovarian_cancer,MONDO:0004992,MONDO:0001416,MONDO:0008170,unknown,offline,,https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_by_gene.csv|https://storage.googleapis.com/vz-ffpe-showcase/HumanBreastCancerPatient1/cell_metadata.csv,
