folder_name,sample,study,dataset_id,data_access_link,species,organism_ontology_term_id,assay,assay_ontology_term_id,tissue,tissue_ontology_term_id,sex,sex_ontology_term_id,age_num,age_unit,age_group,development_stage_ontology_term_id,disease_level1,disease_level2,disease_level3,disease_ontology_term_id_level1,disease_ontology_term_id_level2,disease_ontology_term_id_level3,self_reported_ethnicity_ontology_term_id,source,raw_on_farm,download_url,H&E_on_farm
Visium_HD_Human_Breast_Cancer_Fresh_Frozen,Visium HD Human Breast Cancer Fresh Frozen,"Visium HD Spatial Gene Expression Library, Human Breast Cancer (Fresh Frozen)",64,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-breast-cancer-fresh-frozen,homo_sapiens,NCBITaxon:9606,visium_hd,EFO:0010961,breast,UBERON:0000310,female,PATO:0000383,58,year,middle-aged,HsapDv:0000152,cancer,breast_cancer,invasive_ductal_breast_carcinoma,MONDO:0004992,MONDO:0007254,MONDO:0004953,unknown,,,,
Visium_HD_Human_Colon_Cancer,Visium HD Human Colon Cancer,"Visium HD Spatial Gene Expression Library, Human Colorectal Cancer (FFPE)	",65,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-human-crc,homo_sapiens,NCBITaxon:9606,visium_hd,EFO:0010961,colon,UBERON:0001155,male,PATO:0000384,60,year,late_adult,HsapDv:0000154,cancer,colorectal_cancer,colorectal_cancer,MONDO:0004992,MONDO:0005575,MONDO:0005575,unknown,,,,
Visium_HD_Human_Lung_Cancer,Visium HD Human Lung Cancer,"Visium HD Spatial Gene Expression Library, Human Lung Cancer, IF Stained (FFPE)",66,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-human-lung-cancer-if,homo_sapiens,NCBITaxon:9606,visium_hd,EFO:0010961,lung,UBERON:0002048,female,PATO:0000383,72,year,late_adult,HsapDv:0000166,cancer,lung_cancer,lung_cancer,MONDO:0004992,MONDO:0008903,MONDO:0008903,unknown,,,,
Visium_HD_Human_Lung_Cancer_Fixed_Frozen,Visium HD Human Lung Cancer Fixed Frozen,"Visium HD Spatial Gene Expression Library, Human Lung Cancer (Fixed Frozen)",66,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-fixed-frozen,homo_sapiens,NCBITaxon:9606,visium_hd,EFO:0010961,lung,UBERON:0002048,female,PATO:0000383,79,year,late_adult,HsapDv:0000173,cancer,lung_cancer,lung_adenocarcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005061,unknown,,,,
Visium_HD_Human_Lung_Cancer_HD_Only_Experiment1,Visium HD Human Lung Cancer HD 1,"Visium HD Spatial Gene Expression Libraries, Post-Xenium, Human Lung Cancer (FFPE)	",66,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt,homo_sapiens,NCBITaxon:9606,visium_hd,EFO:0010961,lung,UBERON:0002048,na,unknown,,,,unknown,cancer,lung_cancer,lung_adenocarcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005061,unknown,,,,
Visium_HD_Human_Lung_Cancer_HD_Only_Experiment2,Visium HD Human Lung Cancer HD 2,"Visium HD Spatial Gene Expression Libraries, Post-Xenium, Human Lung Cancer (FFPE)	",66,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt,homo_sapiens,NCBITaxon:9606,visium_hd,EFO:0010961,lung,UBERON:0002048,na,unknown,,,,unknown,cancer,lung_cancer,lung_adenocarcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005061,unknown,,,,
Visium_HD_Human_Lung_Cancer_post_Xenium_Prime_5K_Experiment2,Visium HD Human Lung Post 2,"Visium HD Spatial Gene Expression Libraries, Post-Xenium, Human Lung Cancer (FFPE)	",66,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt,homo_sapiens,NCBITaxon:9606,visium_hd,EFO:0010961,lung,UBERON:0002048,na,unknown,,,,unknown,cancer,lung_cancer,lung_adenocarcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005061,unknown,,,,
Visium_HD_Human_Lung_Cancer_post_Xenium_v1_Experiment1,Visium HD Human Lung Post 1,"Visium HD Spatial Gene Expression Libraries, Post-Xenium, Human Lung Cancer (FFPE)	",66,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-lung-cancer-post-xenium-expt,homo_sapiens,NCBITaxon:9606,visium_hd,EFO:0010961,lung,UBERON:0002048,na,unknown,,,,unknown,cancer,lung_cancer,lung_adenocarcinoma,MONDO:0004992,MONDO:0008903,MONDO:0005061,unknown,,,,
Visium_HD_Human_Pancreas,Visium HD Human Pancreas,"Visium HD Spatial Gene Expression Library, Human Pancreas (FFPE)",67,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-human-pancreas,homo_sapiens,NCBITaxon:9606,visium_hd,EFO:0010961,pancreas,UBERON:0001264,na,unknown,,,,unknown,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
Visium_HD_Human_Tonsil_Fresh_Frozen,Visium HD Human Tonsil Fresh Frozen,"Visium HD Spatial Gene Expression Library, Human Tonsil (Fresh Frozen)",68,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-tonsil-fresh-frozen,homo_sapiens,NCBITaxon:9606,visium_hd,EFO:0010961,tonsil,UBERON:0002372,male,PATO:0000384,21,year,young_adult,HsapDv:0000115,immune_system_disorder,lymphoid_system_disorder,pseudolymphoma,MONDO:0005046,MONDO:0044986,MONDO:0043959,unknown,,,,
Visium_HD_Human_Tonsil_Fresh_Frozen_IF,Visium HD Human Tonsil Fresh Frozen IF,"Visium HD Spatial Gene Expression Library, Human Tonsil, IF (Fresh Frozen)",68,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-human-tonsil-fresh-frozen-if,homo_sapiens,NCBITaxon:9606,visium_hd,EFO:0010961,tonsil,UBERON:0002372,male,PATO:0000384,21,year,young_adult,HsapDv:0000115,immune_system_disorder,lymphoid_system_disorder,pseudolymphoma,MONDO:0005046,MONDO:0044986,MONDO:0043959,unknown,,,,
spaceranger200_count_47441_CZI_A_KIDsp13768133_GRCh38-2020-A,Visium Human Kidney Pre-HiP-CT,Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,kidney,UBERON:0002113,,,,,,,,,,,,,,,/seq/illumina/runs/47/47441/spaceranger/spaceranger200_count_47441_CZI_A_KIDsp13768133_GRCh38-2020-A,,
spaceranger210_count_47828_CZI_A_KIDsp14110264_GRCh38-2020-A,Visium Human Kidney HiRes Pre-HiP-CT 1,Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,kidney,UBERON:0002113,,,,,,,,,,,,,,,/seq/illumina/runs/47/47828/spaceranger/spaceranger210_count_47828_CZI_A_KIDsp14110264_GRCh38-2020-A,,
spaceranger210_count_47828_CZI_A_KIDsp14110265_GRCh38-2020-A,Visium Human Kidney HiRes Pre-HiP-CT 2,Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,kidney,UBERON:0002113,,,,,,,,,,,,,,,/seq/illumina/runs/47/47828/spaceranger/spaceranger210_count_47828_CZI_A_KIDsp14110265_GRCh38-2020-A,,
spaceranger210_count_47828_CZI_A_KIDsp14110266_GRCh38-2020-A,Visium Human Kidney LoRes Pre-HiP-CT 1,Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,kidney,UBERON:0002113,,,,,,,,,,,,,,,/seq/illumina/runs/47/47828/spaceranger/spaceranger210_count_47828_CZI_A_KIDsp14110266_GRCh38-2020-A,,
spaceranger210_count_47828_CZI_A_KIDsp14110267_GRCh38-2020-A,Visium Human Kidney LoRes Pre-HiP-CT 2,Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,kidney,UBERON:0002113,,,,,,,,,,,,,,,/seq/illumina/runs/47/47828/spaceranger/spaceranger210_count_47828_CZI_A_KIDsp14110267_GRCh38-2020-A,,
spaceranger210_count_48183_CZI_A_KIDsp14524205_GRCh38-2020-A,Pre-HiP-CT Visium (FFPE) (AT002/K292-run3),Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,kidney,UBERON:0002113,,,,,,,,,,,,,,,/seq/illumina/runs/48/48183/spaceranger/spaceranger210_count_48183_CZI_A_KIDsp14524205_GRCh38-2020-A,,
spaceranger210_count_48183_CZI_A_KIDsp14524206_GRCh38-2020-A,Pre-HiP-CT Visium (PFPE) (AT002/K292-run3),Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,kidney,UBERON:0002113,,,,,,,,,,,,,,,/seq/illumina/runs/48/48183/spaceranger/spaceranger210_count_48183_CZI_A_KIDsp14524206_GRCh38-2020-A,,
spaceranger210_count_48183_CZI_A_KIDsp14524207_GRCh38-2020-A,Pre-imaging without x-ray (S1_pre-CT) Visium (AT002/K292-run3),Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,kidney,UBERON:0002113,,,,,,,,,,,,,,,/seq/illumina/runs/48/48183/spaceranger/spaceranger210_count_48183_CZI_A_KIDsp14524207_GRCh38-2020-A,,
spaceranger210_count_48183_CZI_A_KIDsp14524208_GRCh38-2020-A,HiP-CT Hi-res (S2.1_HiRes) Visium (AT002/K292-run3),Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,kidney,UBERON:0002113,,,,,,,,,,,,,,,/seq/illumina/runs/48/48183/spaceranger/spaceranger210_count_48183_CZI_A_KIDsp14524208_GRCh38-2020-A,,
spaceranger210_count_48958_Kid_HipCT_Sp14795842_GRCh38-2020-A,Pre-HiP-CT & Pre-imaging without x-ray pre-CT Visium (AT003/K335-run4),Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,kidney,UBERON:0002113,,,,,,,,,,,,,,,/seq/illumina/runs/48/48958/spaceranger/spaceranger210_count_48958_Kid_HipCT_Sp14795842_GRCh38-2020-A,,
spaceranger210_count_48958_Kid_HipCT_Sp14795843_GRCh38-2020-A,LoRes HiP-CT & AZ-CKD-AC61 (AT003/K335-run4),Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,kidney,UBERON:0002113,,,,,,,,,,,,,,,/seq/illumina/runs/48/48958/spaceranger/spaceranger210_count_48958_Kid_HipCT_Sp14795843_GRCh38-2020-A,,
spaceranger210_count_48958_Kid_HipCT_Sp14795844_GRCh38-2020-A,HiRes HiP-CT (AT003/K335-run4),Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,kidney,UBERON:0002113,,,,,,,,,,,,,,,/seq/illumina/runs/48/48958/spaceranger/spaceranger210_count_48958_Kid_HipCT_Sp14795844_GRCh38-2020-A,,
spaceranger210_count_47441_CZI_A_KIDsp13768136_GRCh38-2020-A,,Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,,,,,,,,,,,,,,,,,,,
spaceranger210_count_48784_HCA_AZ_CKD_Sp14708838_GRCh38-2020-A,,Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,,,,,,,,,,,,,,,,,,,
spaceranger210_count_48183_HCA_AZ_CKD_Sp14524301_GRCh38-2020-A,,Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,,,,,,,,,,,,,,,,,,,
spaceranger210_count_48183_HCA_AZ_CKD_Sp14524304_GRCh38-2020-A,,Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,,,,,,,,,,,,,,,,,,,
spaceranger210_count_48958_Kid_HipCT_Sp14795843_GRCh38-2020-A,,Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,,,,,,,,,,,,,,,,,,,
spaceranger210_count_49439_HCA_AZ_CKD_Sp15020852_GRCh38-2020-A,,Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,,,,,,,,,,,,,,,,,,,
spaceranger210_count_49439_HCA_AZ_CKD_Sp15020853_GRCh38-2020-A,,Kidney study?,,,homo_sapiens,NCBITaxon:9606,visium,EFO:0010961,,,,,,,,,,,,,,,,,,,
Xenium-Ranger_AC19-K292-Control-Pre-HiP-CT_Run-XETG00155_output,Xenium Human Kidney internal 1,Xenium Human Kidney from Menna,79,,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,kidney,UBERON:0002113,,,,,,,,,,,,,,directories,,,
Xenium-Ranger_AC19-K292-HiRes_Run-XETG00155_output,Xenium Human Kidney internal 2,Xenium Human Kidney from Menna,79,,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,kidney,UBERON:0002113,,,,,,,,,,,,,,directories,,,
Xenium-Ranger_AC36-K310-CKD_Run-XETG00155_output,Xenium Human Kidney internal 3,Xenium Human Kidney from Menna,79,,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,kidney,UBERON:0002113,,,,,,,,,,,,,,directories,,,
Xenium-Ranger_AC42-K316-CKD_Run-XETG00155_output,Xenium Human Kidney internal 4,Xenium Human Kidney from Menna,79,,homo_sapiens,NCBITaxon:9606,xenium,EFO:0022615,kidney,UBERON:0002113,,,,,,,,,,,,,,directories,,,
Xenium_V1_mFemur_formic_acid_24hrdecal_section,Xenium Mouse Bone 1 - 10% Formic acid,Mouse Bone Data with Custom Add-on Panel,5,https://www.10xgenomics.com/datasets/mouse-bone-data-with-custom-add-on-panel-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,bone,UBERON:0002481,na,unknown,,,,MmusDv:0000110,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_mFemur_formic_acid_24hrdecal_section,https://cf.10xgenomics.com/samples/xenium/1.9.0/Xenium_V1_mFemur_formic_acid_24hrdecal_section/Xenium_V1_mFemur_formic_acid_24hrdecal_section_outs.zip,
Xenium_V1_mFemur_EDTA_3daydecal_section,Xenium Mouse Bone 1 - 0.5M EDTA,Mouse Bone Data with Custom Add-on Panel,5,https://www.10xgenomics.com/datasets/mouse-bone-data-with-custom-add-on-panel-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,bone,UBERON:0002481,na,unknown,,,,MmusDv:0000110,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
Xenium_V1_mFemur_EDTA_PFA_3daydecal_section,Xenium Mouse Bone 1 - 15% EDTA/0.4% PFA,Mouse Bone Data with Custom Add-on Panel,5,https://www.10xgenomics.com/datasets/mouse-bone-data-with-custom-add-on-panel-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,bone,UBERON:0002481,na,unknown,,,,MmusDv:0000110,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
Xenium_V1_FF_Mouse_Brain_MultiSection_1,Xenium Mouse Brain 2 - Replicate 1,Fresh Frozen Mouse Brain Replicates,6,https://www.10xgenomics.com/datasets/fresh-frozen-mouse-brain-replicates-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,MmusDv:0000110,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_FF_Mouse_Brain_MultiSection_1,https://cf.10xgenomics.com/samples/xenium/1.0.2/Xenium_V1_FF_Mouse_Brain_MultiSection_1/Xenium_V1_FF_Mouse_Brain_MultiSection_1_outs.zip,
Xenium_V1_FF_Mouse_Brain_MultiSection_2,Xenium Mouse Brain 2 - Replicate 2,Fresh Frozen Mouse Brain Replicates,6,https://www.10xgenomics.com/datasets/fresh-frozen-mouse-brain-replicates-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,MmusDv:0000110,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_FF_Mouse_Brain_MultiSection_2,https://cf.10xgenomics.com/samples/xenium/1.0.2/Xenium_V1_FF_Mouse_Brain_MultiSection_2/Xenium_V1_FF_Mouse_Brain_MultiSection_2_outs.zip,
Xenium_V1_FF_Mouse_Brain_MultiSection_3,Xenium Mouse Brain 2 - Replicate 3,Fresh Frozen Mouse Brain Replicates,6,https://www.10xgenomics.com/datasets/fresh-frozen-mouse-brain-replicates-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,MmusDv:0000110,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_FF_Mouse_Brain_MultiSection_3,https://cf.10xgenomics.com/samples/xenium/1.0.2/Xenium_V1_FF_Mouse_Brain_MultiSection_3/Xenium_V1_FF_Mouse_Brain_MultiSection_3_outs.zip,
Xenium_V1_FF_Mouse_Brain_Coronal,Xenium Mouse Brain 1 - Full,Fresh Frozen Mouse Brain for Xenium Explorer Demo,7,https://www.10xgenomics.com/datasets/fresh-frozen-mouse-brain-for-xenium-explorer-demo-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,MmusDv:0000110,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_FF_Mouse_Brain_Coronal,https://cf.10xgenomics.com/samples/xenium/1.0.2/Xenium_V1_FF_Mouse_Brain_Coronal/Xenium_V1_FF_Mouse_Brain_Coronal_outs.zip,
Xenium_V1_mouse_Colon_FF,Xenium Mouse Colon 1,Fresh Frozen Mouse Colon with Xenium Multimodal Cell Segmentation,8,https://www.10xgenomics.com/datasets/fresh-frozen-mouse-colon-with-xenium-multimodal-cell-segmentation-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,colon,UBERON:0001155,na,unknown,,,,MmusDv:0000110,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_mouse_Colon_FF,https://cf.10xgenomics.com/samples/xenium/2.0.0/Xenium_V1_mouse_Colon_FF/Xenium_V1_mouse_Colon_FF_outs.zip,
Xenium_V1_mouse_pup,Xenium Mouse Pup 1,Whole Mouse Pup Preview Data (Xenium Mouse Tissue Atlassing Panel),9,https://www.10xgenomics.com/datasets/mouse-pup-preview-data-xenium-mouse-tissue-atlassing-panel-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,multicellular_organism,UBERON:0000468,na,unknown,,,,MmusDv:0000110,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,/lustre/scratch126/cellgen/team361/bc8/cytoweave/nichejepa/original_files/Xenium_V1_mouse_pup,https://s3-us-west-2.amazonaws.com/10x.files/samples/xenium/1.6.0/Xenium_V1_mouse_pup/Xenium_V1_mouse_pup_outs.zip,
Xenium_V1_FFPE_TgCRND8_17_9_months,Xenium Mouse Alzheimers Over Time - TgCRND8 17.9 months,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,10,https://www.10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,17,month,middle_aged,MmusDv:0000088,nervous_system_disorder,neurodegenerative_disease,alzheimer_disease,MONDO:0005071,MONDO:0005559,MONDO:0004975,unknown,online,,https://cf.10xgenomics.com/samples/xenium/1.4.0/Xenium_V1_FFPE_TgCRND8_17_9_months/Xenium_V1_FFPE_TgCRND8_17_9_months_outs.zip,
Xenium_V1_FFPE_TgCRND8_2_5_months,Xenium Mouse Alzheimers Over Time - TgCRND8 2.5 months,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,10,https://www.10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,2,month,young_adult,MmusDv:0000062,nervous_system_disorder,neurodegenerative_disease,alzheimer_disease,MONDO:0005071,MONDO:0005559,MONDO:0004975,unknown,online,,https://cf.10xgenomics.com/samples/xenium/1.4.0/Xenium_V1_FFPE_TgCRND8_2_5_months/Xenium_V1_FFPE_TgCRND8_2_5_months_outs.zip,
Xenium_V1_FFPE_TgCRND8_5_7_months,Xenium Mouse Alzheimers Over Time - TgCRND8 5.7 months,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,10,https://www.10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,5,month,young_adult,MmusDv:0000069,nervous_system_disorder,neurodegenerative_disease,alzheimer_disease,MONDO:0005071,MONDO:0005559,MONDO:0004975,unknown,online,,https://cf.10xgenomics.com/samples/xenium/1.4.0/Xenium_V1_FFPE_TgCRND8_5_7_months/Xenium_V1_FFPE_TgCRND8_5_7_months_outs.zip,
Xenium_V1_FFPE_wildtype_13_4_months,Xenium Mouse Alzheimers Over Time - Wild type 13.4 months,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,10,https://www.10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,13,month,middle_aged,MmusDv:0000084,nervous_system_disorder,neurodegenerative_disease,alzheimer_disease,MONDO:0005071,MONDO:0005559,MONDO:0004975,unknown,online,,https://cf.10xgenomics.com/samples/xenium/1.4.0/Xenium_V1_FFPE_wildtype_13_4_months/Xenium_V1_FFPE_wildtype_13_4_months_outs.zip,
Xenium_V1_FFPE_wildtype_2_5_months,Xenium Mouse Alzheimers Over Time - Wild type 2.5 months,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,10,https://www.10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,2,month,young_adult,MmusDv:0000062,nervous_system_disorder,neurodegenerative_disease,alzheimer_disease,MONDO:0005071,MONDO:0005559,MONDO:0004975,unknown,online,,https://cf.10xgenomics.com/samples/xenium/1.4.0/Xenium_V1_FFPE_wildtype_2_5_months/Xenium_V1_FFPE_wildtype_2_5_months_outs.zip,
Xenium_V1_FFPE_wildtype_5_7_months,Xenium Mouse Alzheimers Over Time - Wild type 5.7 months,Xenium In Situ Analysis of Alzheimer's Disease Mouse Model Brain Coronal Sections from One Hemisphere Over a Time Course,10,https://www.10xgenomics.com/datasets/xenium-in-situ-analysis-of-alzheimers-disease-mouse-model-brain-coronal-sections-from-one-hemisphere-over-a-time-course-1-standard,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,5,month,young_adult,MmusDv:0000069,nervous_system_disorder,neurodegenerative_disease,alzheimer_disease,MONDO:0005071,MONDO:0005559,MONDO:0004975,unknown,online,,https://cf.10xgenomics.com/samples/xenium/1.4.0/Xenium_V1_FFPE_wildtype_5_7_months/Xenium_V1_FFPE_wildtype_5_7_months_outs.zip,
Xenium_Prime_Mouse_Pup_FFPE,Xenium Mouse Pup 2,Whole Mouse Pup (FFPE) with 5K Mouse Pan Tissue and Pathways Panel and Snap25a/Snap25b Add-o,11,https://www.10xgenomics.com/datasets/xenium-prime-ffpe-neonatal-mouse,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,multicellular_organism,UBERON:0000468,na,unknown,1,day,nursing,MmusDv:0000036,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
Xenium_Prime_Mouse_Brain_Coronal_FF,Xenium Mouse Brain 3,Fresh Frozen Mouse Brain Hemisphere with 5K Mouse Pan Tissue and Pathways Panel,12,https://www.10xgenomics.com/datasets/xenium-prime-fresh-frozen-mouse-brain,mus_musculus,NCBITaxon:10090,xenium,EFO:0022615,brain,UBERON:0000955,na,unknown,,,,,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
CosMx_Mouse_FFPE_CoronalHippocampusCortex,CosMx Mouse Brain 1,CosMx SMI Mouse Brain FFPE Dataset,74,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/cosmx-smi-mouse-brain-ffpe-dataset/,mus_musculus,NCBITaxon:10090,cosmx,EFO:0030058,brain,UBERON:0000955,na,unknown,,,,MmusDv:0000110,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,,https://smi-public.objects.liquidweb.services/Quarter%20Brain.zip,
CosMx_Mouse_FFPE_CoronalHemisphere,CosMx Mouse Brain 2,CosMx SMI Mouse Brain FFPE Dataset,74,https://nanostring.com/products/cosmx-spatial-molecular-imager/ffpe-dataset/cosmx-smi-mouse-brain-ffpe-dataset/,mus_musculus,NCBITaxon:10090,cosmx,EFO:0030058,brain,UBERON:0000955,na,unknown,,,,MmusDv:0000110,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,online,,https://smi-public.objects.liquidweb.services/Half%20%20Brain%20simple%20%20files%20.zip,
Visium_HD_Mouse_Brain,VisiumHD Mouse Brain,"Visium HD Spatial Gene Expression Library, Mouse Brain (FFPE)",,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-libraries-of-mouse-brain-he,mus_musculus,NCBITaxon:10090,visium_hd,EFO:0010961,brain,UBERON:0000955,male,PATO:0000384,8,week,young_adult,MmusDv:0000154,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
Visium_HD_Mouse_Brain_Fixed_Frozen,VisiumHD Mouse Brain Fixed Frozen,"Visium HD Spatial Gene Expression Library, Mouse Brain (Fixed Frozen)",,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-mouse-brain-fixed-frozen,mus_musculus,NCBITaxon:10090,visium_hd,EFO:0010961,brain,UBERON:0000955,male,PATO:0000384,8,week,young_adult,MmusDv:0000154,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
Visium_HD_Mouse_Brain_Fresh_Frozen,VisiumHD Mouse Brain Fresh Frozen,"Visium HD Spatial Gene Expression Library, Mouse Brain (Fresh Frozen)",,https://www.10xgenomics.com/datasets/visium-hd-cytassist-gene-expression-mouse-brain-fresh-frozen,mus_musculus,NCBITaxon:10090,visium_hd,EFO:0010961,brain,UBERON:0000955,male,PATO:0000384,8,week,young_adult,MmusDv:0000154,healthy,healthy,healthy,PATO:0000461,PATO:0000461,PATO:0000461,unknown,,,,
