dataset_id,hubmap_id,tissue,layout,bytes,files,sprm_derivative,skip_reason
hubmap_hbm676_vgqv_586_unspecified_uterus_na,HBM676.VGQV.586,Uterus,sprm_derivative,941352341,121,,"HuBMAP DeepCell + SPRM re-processing of HBM537.JPHF.622; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm677_mdsl_949_mibi_bone_marrow_protein,HBM677.MDSL.949,Bone Marrow,image_only,1714487387,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm677_wzwk_635_unspecified_uterus_na,HBM677.WZWK.635,Uterus,sprm_derivative,915629843,121,,"HuBMAP DeepCell + SPRM re-processing of HBM978.KXLG.227; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm679_jxjr_677_unspecified_uterus_na,HBM679.JXJR.677,Uterus,sprm_derivative,695897509,117,,"HuBMAP DeepCell + SPRM re-processing of HBM775.LKTG.696; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm684_bwkj_728_mibi_bone_marrow_protein,HBM684.BWKJ.728,Bone Marrow,image_only,270706320,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm687_khdm_377_mibi_bone_marrow_protein,HBM687.KHDM.377,Bone Marrow,image_only,550411827,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm687_lkcm_747_unspecified_uterus_na,HBM687.LKCM.747,Uterus,sprm_derivative,991494680,121,,"HuBMAP DeepCell + SPRM re-processing of HBM283.CPXW.835; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm688_hclz_743_mibi_bone_marrow_protein,HBM688.HCLZ.743,Bone Marrow,image_only,1389544843,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm688_kjsh_433_unspecified_uterus_na,HBM688.KJSH.433,Uterus,sprm_derivative,733844801,121,,"HuBMAP DeepCell + SPRM re-processing of HBM495.DFNT.747; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm689_bshd_684_unspecified_uterus_na,HBM689.BSHD.684,Uterus,sprm_derivative,753574908,121,,"HuBMAP DeepCell + SPRM re-processing of HBM338.KPTD.485; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm695_mzvr_729_unspecified_uterus_na,HBM695.MZVR.729,Uterus,sprm_derivative,904292645,121,,"HuBMAP DeepCell + SPRM re-processing of HBM386.ZHWD.475; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm696_nmnj_684_unspecified_uterus_na,HBM696.NMNJ.684,Uterus,sprm_derivative,696137406,117,,"HuBMAP DeepCell + SPRM re-processing of HBM539.PKZN.553; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm699_mzwr_768_unspecified_uterus_na,HBM699.MZWR.768,Uterus,sprm_derivative,968637994,121,,"HuBMAP DeepCell + SPRM re-processing of HBM747.RHFN.588; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm725_pqbf_973_unspecified_uterus_na,HBM725.PQBF.973,Uterus,sprm_derivative,866473194,121,,"HuBMAP DeepCell + SPRM re-processing of HBM999.MJZX.394; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm726_spxn_546_unspecified_uterus_na,HBM726.SPXN.546,Uterus,sprm_derivative,1104410806,121,,"HuBMAP DeepCell + SPRM re-processing of HBM566.ZCSF.285; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm735_vdqv_744_unspecified_uterus_na,HBM735.VDQV.744,Uterus,sprm_derivative,592257861,121,,"HuBMAP DeepCell + SPRM re-processing of HBM977.JQGH.993; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm737_nxql_382_unspecified_uterus_na,HBM737.NXQL.382,Uterus,sprm_derivative,722149032,121,,"HuBMAP DeepCell + SPRM re-processing of HBM497.DJZH.744; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm743_fsgc_752_unspecified_uterus_na,HBM743.FSGC.752,Uterus,sprm_derivative,828311116,121,,"HuBMAP DeepCell + SPRM re-processing of HBM524.JFVN.863; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm746_zpgq_644_unspecified_uterus_na,HBM746.ZPGQ.644,Uterus,sprm_derivative,825707067,121,,"HuBMAP DeepCell + SPRM re-processing of HBM953.JHWJ.752; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm753_bnxk_497_unspecified_uterus_na,HBM753.BNXK.497,Uterus,sprm_derivative,818409938,121,,"HuBMAP DeepCell + SPRM re-processing of HBM278.JPVF.359; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm756_cmnb_785_unspecified_uterus_na,HBM756.CMNB.785,Uterus,sprm_derivative,689673422,120,,"HuBMAP DeepCell + SPRM re-processing of HBM893.GWWT.254; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm758_vfjl_949_unspecified_uterus_na,HBM758.VFJL.949,Uterus,sprm_derivative,816581504,121,,"HuBMAP DeepCell + SPRM re-processing of HBM259.FWHD.689; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm763_fvrz_988_mibi_bone_marrow_protein,HBM763.FVRZ.988,Bone Marrow,image_only,721463432,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm763_mjpd_884_unspecified_uterus_na,HBM763.MJPD.884,Uterus,sprm_derivative,1047006054,121,,"HuBMAP DeepCell + SPRM re-processing of HBM699.QBTP.684; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm764_dfkl_255_unspecified_uterus_na,HBM764.DFKL.255,Uterus,sprm_derivative,811179090,121,,"HuBMAP DeepCell + SPRM re-processing of HBM562.FGZT.852; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm774_fmwk_835_unspecified_uterus_na,HBM774.FMWK.835,Uterus,sprm_derivative,768644301,121,,"HuBMAP DeepCell + SPRM re-processing of HBM638.HWQZ.266; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm776_nbtt_385_unspecified_uterus_na,HBM776.NBTT.385,Uterus,sprm_derivative,919545013,121,,"HuBMAP DeepCell + SPRM re-processing of HBM327.VGQK.363; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm778_lbzc_847_unspecified_uterus_na,HBM778.LBZC.847,Uterus,sprm_derivative,818489068,121,,"HuBMAP DeepCell + SPRM re-processing of HBM228.MLPT.762; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm779_xgpr_359_mibi_bone_marrow_protein,HBM779.XGPR.359,Bone Marrow,image_only,852177887,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm779_zbmx_798_unspecified_uterus_na,HBM779.ZBMX.798,Uterus,sprm_derivative,715497455,121,,"HuBMAP DeepCell + SPRM re-processing of HBM857.KSRQ.839; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm785_khpt_974_unspecified_uterus_na,HBM785.KHPT.974,Uterus,sprm_derivative,906869843,121,,"HuBMAP DeepCell + SPRM re-processing of HBM557.PZRZ.633; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm786_vjwh_589_mibi_bone_marrow_protein,HBM786.VJWH.589,Bone Marrow,image_only,1866458518,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm792_mvxp_558_mibi_bone_marrow_protein,HBM792.MVXP.558,Bone Marrow,image_only,398834240,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm792_xfhw_388_unspecified_uterus_na,HBM792.XFHW.388,Uterus,sprm_derivative,1236913675,121,,"HuBMAP DeepCell + SPRM re-processing of HBM286.PPPQ.526; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm793_qphb_595_mibi_bone_marrow_protein,HBM793.QPHB.595,Bone Marrow,image_only,1050139450,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm795_qkfb_543_unspecified_uterus_na,HBM795.QKFB.543,Uterus,sprm_derivative,732637573,121,,"HuBMAP DeepCell + SPRM re-processing of HBM649.QJJM.548; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm824_pzkp_497_mibi_bone_marrow_protein,HBM824.PZKP.497,Bone Marrow,image_only,675441205,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm828_clvc_365_unspecified_uterus_na,HBM828.CLVC.365,Uterus,sprm_derivative,1098775252,121,,"HuBMAP DeepCell + SPRM re-processing of HBM428.ZKRH.262; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm829_hrpd_829_unspecified_uterus_na,HBM829.HRPD.829,Uterus,sprm_derivative,764855380,121,,"HuBMAP DeepCell + SPRM re-processing of HBM829.PDDG.496; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm832_jbxk_434_unspecified_uterus_na,HBM832.JBXK.434,Uterus,sprm_derivative,795390498,121,,"HuBMAP DeepCell + SPRM re-processing of HBM852.WWTR.224; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm834_mxgk_699_unspecified_uterus_na,HBM834.MXGK.699,Uterus,sprm_derivative,760561245,121,,"HuBMAP DeepCell + SPRM re-processing of HBM996.GKXH.482; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm835_kcdk_276_unspecified_uterus_na,HBM835.KCDK.276,Uterus,sprm_derivative,732988232,121,,"HuBMAP DeepCell + SPRM re-processing of HBM935.XGNV.348; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm836_rcjx_699_unspecified_uterus_na,HBM836.RCJX.699,Uterus,sprm_derivative,807610550,121,,"HuBMAP DeepCell + SPRM re-processing of HBM299.PBZF.474; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm837_pjnh_875_unspecified_uterus_na,HBM837.PJNH.875,Uterus,sprm_derivative,672480248,121,,"HuBMAP DeepCell + SPRM re-processing of HBM979.KDPM.382; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm837_vctx_325_unspecified_uterus_na,HBM837.VCTX.325,Uterus,sprm_derivative,752700251,121,,"HuBMAP DeepCell + SPRM re-processing of HBM848.MJVK.888; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm839_cfpd_822_mibi_bone_marrow_protein,HBM839.CFPD.822,Bone Marrow,image_only,954385237,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm839_zpnm_248_unspecified_uterus_na,HBM839.ZPNM.248,Uterus,sprm_derivative,1033932823,121,,"HuBMAP DeepCell + SPRM re-processing of HBM894.NXBD.956; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm847_zvhs_879_mibi_bone_marrow_protein,HBM847.ZVHS.879,Bone Marrow,image_only,565054244,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm849_lsss_222_unspecified_uterus_na,HBM849.LSSS.222,Uterus,sprm_derivative,1217845882,120,,"HuBMAP DeepCell + SPRM re-processing of HBM785.QGFZ.856; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm852_gqvd_966_unspecified_uterus_na,HBM852.GQVD.966,Uterus,sprm_derivative,899782884,121,,"HuBMAP DeepCell + SPRM re-processing of HBM248.CCGT.382; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm853_hjmp_646_unspecified_uterus_na,HBM853.HJMP.646,Uterus,sprm_derivative,700483623,121,,"HuBMAP DeepCell + SPRM re-processing of HBM653.FMZX.257; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm853_tfpf_733_mibi_bone_marrow_protein,HBM853.TFPF.733,Bone Marrow,image_only,664718128,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm855_jsrh_432_unspecified_uterus_na,HBM855.JSRH.432,Uterus,sprm_derivative,607151179,121,,"HuBMAP DeepCell + SPRM re-processing of HBM527.DXPQ.356; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm858_wnpc_892_unspecified_uterus_na,HBM858.WNPC.892,Uterus,sprm_derivative,760622881,121,,"HuBMAP DeepCell + SPRM re-processing of HBM784.HVPG.384; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm862_svkn_436_unspecified_uterus_na,HBM862.SVKN.436,Uterus,sprm_derivative,902062534,121,,"HuBMAP DeepCell + SPRM re-processing of HBM529.QFWC.259; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm865_nppq_438_unspecified_uterus_na,HBM865.NPPQ.438,Uterus,sprm_derivative,824448169,121,,"HuBMAP DeepCell + SPRM re-processing of HBM982.WKHJ.983; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm866_bmjq_762_unspecified_uterus_na,HBM866.BMJQ.762,Uterus,sprm_derivative,999860299,121,,"HuBMAP DeepCell + SPRM re-processing of HBM774.GNCD.967; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm867_bxmm_498_mibi_bone_marrow_protein,HBM867.BXMM.498,Bone Marrow,image_only,857087993,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm867_qqcl_679_unspecified_uterus_na,HBM867.QQCL.679,Uterus,sprm_derivative,838124567,121,,"HuBMAP DeepCell + SPRM re-processing of HBM578.RPXL.745; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm873_dnxg_769_unspecified_uterus_na,HBM873.DNXG.769,Uterus,sprm_derivative,926583226,121,,"HuBMAP DeepCell + SPRM re-processing of HBM692.JWNQ.842; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm876_jwgc_776_mibi_bone_marrow_protein,HBM876.JWGC.776,Bone Marrow,image_only,2219578169,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm879_xspl_347_mibi_bone_marrow_protein,HBM879.XSPL.347,Bone Marrow,image_only,1031887173,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm883_jhmg_566_mibi_bone_marrow_protein,HBM883.JHMG.566,Bone Marrow,image_only,788714181,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm884_blcs_293_unspecified_uterus_na,HBM884.BLCS.293,Uterus,sprm_derivative,882862415,116,,"HuBMAP DeepCell + SPRM re-processing of HBM962.KNCK.947; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm887_wsnk_687_unspecified_uterus_na,HBM887.WSNK.687,Uterus,sprm_derivative,762062587,121,,"HuBMAP DeepCell + SPRM re-processing of HBM385.MRXX.887; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm889_rmxx_954_unspecified_uterus_na,HBM889.RMXX.954,Uterus,sprm_derivative,685181723,121,,"HuBMAP DeepCell + SPRM re-processing of HBM276.ZMLR.392; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm892_lhlq_299_unspecified_uterus_na,HBM892.LHLQ.299,Uterus,sprm_derivative,604972625,121,,"HuBMAP DeepCell + SPRM re-processing of HBM534.ZDNW.945; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm892_phbg_697_unspecified_uterus_na,HBM892.PHBG.697,Uterus,sprm_derivative,886653740,121,,"HuBMAP DeepCell + SPRM re-processing of HBM973.GHQH.368; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm893_fjgk_264_unspecified_uterus_na,HBM893.FJGK.264,Uterus,sprm_derivative,926618270,121,,"HuBMAP DeepCell + SPRM re-processing of HBM258.WPBZ.892; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm893_lwzd_456_unspecified_uterus_na,HBM893.LWZD.456,Uterus,sprm_derivative,807360021,121,,"HuBMAP DeepCell + SPRM re-processing of HBM692.LRPB.358; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm896_cghw_626_unspecified_uterus_na,HBM896.CGHW.626,Uterus,sprm_derivative,715490523,121,,"HuBMAP DeepCell + SPRM re-processing of HBM349.XMLL.699; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm896_kqrm_534_unspecified_uterus_na,HBM896.KQRM.534,Uterus,sprm_derivative,757422167,121,,"HuBMAP DeepCell + SPRM re-processing of HBM576.GRBW.848; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm897_dhxk_526_unspecified_uterus_na,HBM897.DHXK.526,Uterus,sprm_derivative,776156404,121,,"HuBMAP DeepCell + SPRM re-processing of HBM997.FRKV.293; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm897_hxgj_336_mibi_bone_marrow_protein,HBM897.HXGJ.336,Bone Marrow,image_only,445269783,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm898_hppm_779_mibi_bone_marrow_protein,HBM898.HPPM.779,Bone Marrow,image_only,425098735,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm899_bnlr_374_mibi_bone_marrow_protein,HBM899.BNLR.374,Bone Marrow,image_only,147607072,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm923_pzbz_268_mibi_bone_marrow_protein,HBM923.PZBZ.268,Bone Marrow,image_only,1797473347,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm924_rhdn_439_unspecified_uterus_na,HBM924.RHDN.439,Uterus,sprm_derivative,800737863,121,,"HuBMAP DeepCell + SPRM re-processing of HBM625.WNHZ.662; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm932_hspz_392_unspecified_uterus_na,HBM932.HSPZ.392,Uterus,sprm_derivative,871692507,121,,"HuBMAP DeepCell + SPRM re-processing of HBM555.ZNTK.962; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm939_lcvv_254_unspecified_uterus_na,HBM939.LCVV.254,Uterus,sprm_derivative,652658878,121,,"HuBMAP DeepCell + SPRM re-processing of HBM973.LQCM.488; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm946_vbvt_327_unspecified_uterus_na,HBM946.VBVT.327,Uterus,sprm_derivative,783361002,121,,"HuBMAP DeepCell + SPRM re-processing of HBM275.HPVH.884; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm949_bkbc_868_unspecified_uterus_na,HBM949.BKBC.868,Uterus,sprm_derivative,720316534,121,,"HuBMAP DeepCell + SPRM re-processing of HBM732.LRMF.287; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm949_flpw_679_unspecified_uterus_na,HBM949.FLPW.679,Uterus,sprm_derivative,766797674,121,,"HuBMAP DeepCell + SPRM re-processing of HBM688.XSDW.776; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm956_wmbt_943_unspecified_uterus_na,HBM956.WMBT.943,Uterus,sprm_derivative,769010463,120,,"HuBMAP DeepCell + SPRM re-processing of HBM969.SDKG.788; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm957_gcwc_626_unspecified_uterus_na,HBM957.GCWC.626,Uterus,sprm_derivative,1087913668,121,,"HuBMAP DeepCell + SPRM re-processing of HBM574.RBCK.759; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm962_nfgx_867_mibi_bone_marrow_protein,HBM962.NFGX.867,Bone Marrow,image_only,293906256,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm963_hhbk_559_mibi_bone_marrow_protein,HBM963.HHBK.559,Bone Marrow,image_only,1295861819,9,,lab-processed image only: no segmentation mask or cell table
hubmap_hbm964_qdjq_743_unspecified_uterus_na,HBM964.QDJQ.743,Uterus,sprm_derivative,742339927,121,,"HuBMAP DeepCell + SPRM re-processing of HBM798.XDVP.432; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm973_wjwj_379_unspecified_uterus_na,HBM973.WJWJ.379,Uterus,sprm_derivative,880519381,121,,"HuBMAP DeepCell + SPRM re-processing of HBM776.KFMZ.755; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm982_hzpp_223_unspecified_uterus_na,HBM982.HZPP.223,Uterus,sprm_derivative,959144910,121,,"HuBMAP DeepCell + SPRM re-processing of HBM386.ZKLM.879; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm985_zkwc_825_unspecified_uterus_na,HBM985.ZKWC.825,Uterus,sprm_derivative,1110936013,121,,"HuBMAP DeepCell + SPRM re-processing of HBM434.GJQF.366; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm996_vsmv_377_unspecified_uterus_na,HBM996.VSMV.377,Uterus,sprm_derivative,675129725,121,,"HuBMAP DeepCell + SPRM re-processing of HBM348.KSHK.482; SPRM layout, the CODEX/PhenoCycler adapter's domain, and the same section"
hubmap_hbm997_hgbt_698_mibi_bone_marrow_protein,HBM997.HGBT.698,Bone Marrow,image_only,939737711,9,,lab-processed image only: no segmentation mask or cell table
