dataset_id,hubmap_id,tissue,layout,bytes,files,sprm_derivative,skip_reason
hubmap_hbm222_wqkc_382_mibi_uterus_protein,HBM222.WQKC.382,Uterus,lab_submission,577188377,9,HBM339.GMFL.329,
hubmap_hbm224_dtzl_954_mibi_uterus_protein,HBM224.DTZL.954,Uterus,lab_submission,577184901,9,HBM336.LKFW.859,
hubmap_hbm224_kgnf_646_mibi_uterus_protein,HBM224.KGNF.646,Uterus,lab_submission,577188376,9,HBM423.PQMZ.473,
hubmap_hbm224_rchm_744_mibi_uterus_protein,HBM224.RCHM.744,Uterus,lab_submission,577188380,9,HBM633.VBFP.756,
hubmap_hbm225_pqgq_852_mibi_uterus_protein,HBM225.PQGQ.852,Uterus,lab_submission,577184998,9,HBM563.BTTX.877,
hubmap_hbm226_sdcn_999_mibi_uterus_protein,HBM226.SDCN.999,Uterus,lab_submission,577185000,9,HBM389.NKLC.534,
hubmap_hbm228_mlpt_762_mibi_uterus_protein,HBM228.MLPT.762,Uterus,lab_submission,577183188,9,HBM778.LBZC.847,
hubmap_hbm228_nlns_669_mibi_uterus_protein,HBM228.NLNS.669,Uterus,lab_submission,577185001,9,HBM587.BRXX.822,
hubmap_hbm237_dlkc_855_mibi_uterus_protein,HBM237.DLKC.855,Uterus,lab_submission,577184867,9,HBM578.PPJH.439,
hubmap_hbm243_bkxt_647_mibi_uterus_protein,HBM243.BKXT.647,Uterus,lab_submission,577185000,9,HBM352.VRCW.258,
hubmap_hbm248_ccgt_382_mibi_uterus_protein,HBM248.CCGT.382,Uterus,lab_submission,577185001,9,HBM852.GQVD.966,
hubmap_hbm252_ggcl_762_mibi_uterus_protein,HBM252.GGCL.762,Uterus,lab_submission,577183200,9,,
hubmap_hbm253_pqvp_942_mibi_uterus_protein,HBM253.PQVP.942,Uterus,lab_submission,577188377,9,HBM487.BVPM.787,
hubmap_hbm255_fcjd_432_mibi_uterus_protein,HBM255.FCJD.432,Uterus,lab_submission,577186673,9,HBM225.KJQB.487,
hubmap_hbm257_tffm_796_mibi_uterus_protein,HBM257.TFFM.796,Uterus,lab_submission,577184891,9,HBM488.LPFG.595,
hubmap_hbm258_swdz_622_mibi_uterus_protein,HBM258.SWDZ.622,Uterus,lab_submission,577184899,9,HBM665.HQWG.468,
hubmap_hbm258_wpbz_892_mibi_uterus_protein,HBM258.WPBZ.892,Uterus,lab_submission,577181483,9,HBM893.FJGK.264,
hubmap_hbm259_fwhd_689_mibi_uterus_protein,HBM259.FWHD.689,Uterus,lab_submission,577184881,9,HBM758.VFJL.949,
hubmap_hbm264_hhbz_855_mibi_uterus_protein,HBM264.HHBZ.855,Uterus,lab_submission,577184895,9,HBM554.LVXX.786,
hubmap_hbm268_zzgq_759_mibi_uterus_protein,HBM268.ZZGQ.759,Uterus,lab_submission,577184901,9,HBM339.VCLB.796,
hubmap_hbm273_zhhg_846_mibi_uterus_protein,HBM273.ZHHG.846,Uterus,lab_submission,577186573,9,HBM374.CKSV.949,
hubmap_hbm275_hpvh_884_mibi_uterus_protein,HBM275.HPVH.884,Uterus,lab_submission,577185023,9,HBM946.VBVT.327,
hubmap_hbm276_zmlr_392_mibi_uterus_protein,HBM276.ZMLR.392,Uterus,lab_submission,577183191,9,HBM889.RMXX.954,
hubmap_hbm277_nsql_526_mibi_uterus_protein,HBM277.NSQL.526,Uterus,lab_submission,577188321,9,HBM536.VGGL.365,
hubmap_hbm278_ghlh_482_mibi_uterus_protein,HBM278.GHLH.482,Uterus,lab_submission,577184894,9,HBM533.RPKS.527,
hubmap_hbm278_jpvf_359_mibi_uterus_protein,HBM278.JPVF.359,Uterus,lab_submission,577184897,9,HBM753.BNXK.497,
hubmap_hbm283_cpxw_835_mibi_uterus_protein,HBM283.CPXW.835,Uterus,lab_submission,577184891,9,HBM687.LKCM.747,
hubmap_hbm283_zhqs_286_mibi_uterus_protein,HBM283.ZHQS.286,Uterus,lab_submission,577183191,9,,
hubmap_hbm285_rqpt_487_mibi_uterus_protein,HBM285.RQPT.487,Uterus,lab_submission,577184894,9,HBM448.ZHND.632,
hubmap_hbm286_pppq_526_mibi_uterus_protein,HBM286.PPPQ.526,Uterus,lab_submission,577183342,9,HBM792.XFHW.388,
hubmap_hbm293_jjrg_875_mibi_uterus_protein,HBM293.JJRG.875,Uterus,lab_submission,577190063,9,HBM264.ZSRX.862,
hubmap_hbm293_plzj_793_mibi_uterus_protein,HBM293.PLZJ.793,Uterus,lab_submission,577184894,9,,
hubmap_hbm294_rhds_354_mibi_uterus_protein,HBM294.RHDS.354,Uterus,lab_submission,577183186,9,,
hubmap_hbm296_nrcf_473_mibi_uterus_protein,HBM296.NRCF.473,Uterus,lab_submission,577183196,9,HBM357.KZGB.898,
hubmap_hbm297_dgpl_989_mibi_uterus_protein,HBM297.DGPL.989,Uterus,lab_submission,577184905,9,HBM443.BWDP.264,
hubmap_hbm299_pbzf_474_mibi_uterus_protein,HBM299.PBZF.474,Uterus,lab_submission,577188307,9,HBM836.RCJX.699,
hubmap_hbm327_vgqk_363_mibi_uterus_protein,HBM327.VGQK.363,Uterus,lab_submission,577185000,9,HBM776.NBTT.385,
hubmap_hbm327_vpmv_784_mibi_uterus_protein,HBM327.VPMV.784,Uterus,lab_submission,577186571,9,HBM459.BSLC.269,
hubmap_hbm338_kptd_485_mibi_uterus_protein,HBM338.KPTD.485,Uterus,lab_submission,577183188,9,HBM689.BSHD.684,
hubmap_hbm339_jvhd_976_mibi_uterus_protein,HBM339.JVHD.976,Uterus,lab_submission,577186673,9,HBM346.KNSC.626,
hubmap_hbm348_kshk_482_mibi_uterus_protein,HBM348.KSHK.482,Uterus,lab_submission,577184897,9,HBM996.VSMV.377,
hubmap_hbm349_xmll_699_mibi_uterus_protein,HBM349.XMLL.699,Uterus,lab_submission,577183201,9,HBM896.CGHW.626,
hubmap_hbm352_zmmk_237_mibi_uterus_protein,HBM352.ZMMK.237,Uterus,lab_submission,577183198,9,HBM233.ZXRV.849,
hubmap_hbm353_kbtw_556_mibi_uterus_protein,HBM353.KBTW.556,Uterus,lab_submission,577186676,9,,
hubmap_hbm354_slnr_553_mibi_uterus_protein,HBM354.SLNR.553,Uterus,lab_submission,577189983,9,HBM632.DXDR.993,
hubmap_hbm354_svbp_894_mibi_uterus_protein,HBM354.SVBP.894,Uterus,lab_submission,577183184,9,HBM629.KZXC.984,
hubmap_hbm355_pmsx_677_mibi_uterus_protein,HBM355.PMSX.677,Uterus,lab_submission,577183183,9,,
hubmap_hbm357_lsbk_728_mibi_uterus_protein,HBM357.LSBK.728,Uterus,lab_submission,577184881,9,HBM587.FKLL.897,
hubmap_hbm359_dtzl_543_mibi_uterus_protein,HBM359.DTZL.543,Uterus,lab_submission,577184896,9,,
hubmap_hbm367_jljv_287_mibi_uterus_protein,HBM367.JLJV.287,Uterus,lab_submission,577188444,9,HBM387.QLNT.432,
hubmap_hbm367_qmzk_885_mibi_uterus_protein,HBM367.QMZK.885,Uterus,lab_submission,577186677,9,,
hubmap_hbm368_pzjv_258_mibi_uterus_protein,HBM368.PZJV.258,Uterus,lab_submission,577188311,9,HBM666.DRSD.887,
hubmap_hbm369_tvnz_782_mibi_uterus_protein,HBM369.TVNZ.782,Uterus,lab_submission,577184894,9,HBM363.HMHK.475,
hubmap_hbm374_nbpr_367_mibi_uterus_protein,HBM374.NBPR.367,Uterus,lab_submission,577183187,9,HBM279.XSJK.324,
hubmap_hbm383_lxsq_768_mibi_uterus_protein,HBM383.LXSQ.768,Uterus,lab_submission,576921044,9,,
hubmap_hbm385_mrxx_887_mibi_uterus_protein,HBM385.MRXX.887,Uterus,lab_submission,577186693,9,HBM887.WSNK.687,
hubmap_hbm386_zhwd_475_mibi_uterus_protein,HBM386.ZHWD.475,Uterus,lab_submission,577183186,9,HBM695.MZVR.729,
hubmap_hbm386_zklm_879_mibi_uterus_protein,HBM386.ZKLM.879,Uterus,lab_submission,577185000,9,HBM982.HZPP.223,
hubmap_hbm426_blgp_789_mibi_uterus_protein,HBM426.BLGP.789,Uterus,lab_submission,577186677,9,HBM499.PLQB.587,
hubmap_hbm428_wpxp_979_mibi_uterus_protein,HBM428.WPXP.979,Uterus,lab_submission,577183183,9,HBM467.WTJJ.952,
hubmap_hbm428_zkrh_262_mibi_uterus_protein,HBM428.ZKRH.262,Uterus,lab_submission,577184891,9,HBM828.CLVC.365,
hubmap_hbm434_gjqf_366_mibi_uterus_protein,HBM434.GJQF.366,Uterus,lab_submission,577186676,9,HBM985.ZKWC.825,
hubmap_hbm439_hfgx_695_mibi_uterus_protein,HBM439.HFGX.695,Uterus,lab_submission,577185000,9,HBM466.MCSZ.832,
hubmap_hbm446_rbdj_452_mibi_uterus_protein,HBM446.RBDJ.452,Uterus,lab_submission,577186571,9,HBM662.RZHP.327,
hubmap_hbm447_ctpp_495_mibi_uterus_protein,HBM447.CTPP.495,Uterus,lab_submission,577184891,9,,
hubmap_hbm448_fxrb_555_mibi_uterus_protein,HBM448.FXRB.555,Uterus,lab_submission,576660590,9,HBM372.VJLQ.498,
hubmap_hbm448_wcwb_444_mibi_uterus_protein,HBM448.WCWB.444,Uterus,lab_submission,577186676,9,HBM277.DXWW.264,
hubmap_hbm452_kwsp_459_mibi_uterus_protein,HBM452.KWSP.459,Uterus,lab_submission,577181483,9,HBM362.QSQQ.769,
hubmap_hbm456_cldp_753_mibi_uterus_protein,HBM456.CLDP.753,Uterus,lab_submission,577184881,9,HBM352.KMNR.697,
hubmap_hbm456_xqlg_678_mibi_uterus_protein,HBM456.XQLG.678,Uterus,lab_submission,577184997,9,HBM223.WRTC.433,
hubmap_hbm457_qjsc_438_mibi_uterus_protein,HBM457.QJSC.438,Uterus,lab_submission,577186676,9,HBM468.TPQX.899,
hubmap_hbm458_jhbq_969_mibi_uterus_protein,HBM458.JHBQ.969,Uterus,lab_submission,577183186,9,,
hubmap_hbm463_sqhj_376_mibi_uterus_protein,HBM463.SQHJ.376,Uterus,lab_submission,577190063,9,HBM487.ZCTD.796,
hubmap_hbm467_cvld_644_mibi_uterus_protein,HBM467.CVLD.644,Uterus,lab_submission,577188311,9,HBM449.SNWD.969,
hubmap_hbm467_lmbg_759_mibi_uterus_protein,HBM467.LMBG.759,Uterus,lab_submission,577184899,9,HBM622.PTRQ.645,
hubmap_hbm467_rvkv_883_mibi_uterus_protein,HBM467.RVKV.883,Uterus,lab_submission,577184905,9,HBM452.RZRZ.228,
hubmap_hbm477_kggp_574_mibi_uterus_protein,HBM477.KGGP.574,Uterus,lab_submission,577184893,9,,
hubmap_hbm482_nhcd_375_mibi_uterus_protein,HBM482.NHCD.375,Uterus,lab_submission,577185000,9,HBM378.FRMP.675,
hubmap_hbm485_zghc_972_mibi_uterus_protein,HBM485.ZGHC.972,Uterus,lab_submission,577183186,9,HBM562.GVDM.422,
hubmap_hbm492_zvkw_999_mibi_uterus_protein,HBM492.ZVKW.999,Uterus,lab_submission,577184867,9,,
hubmap_hbm495_dfnt_747_mibi_uterus_protein,HBM495.DFNT.747,Uterus,lab_submission,577183191,9,HBM688.KJSH.433,
hubmap_hbm495_mjdq_587_mibi_uterus_protein,HBM495.MJDQ.587,Uterus,lab_submission,577186573,9,,
hubmap_hbm495_vxpx_373_mibi_uterus_protein,HBM495.VXPX.373,Uterus,lab_submission,577185000,9,HBM428.QXPR.772,
hubmap_hbm496_hphv_342_mibi_uterus_protein,HBM496.HPHV.342,Uterus,lab_submission,577186673,9,HBM538.NSJL.252,
hubmap_hbm496_qttn_457_mibi_uterus_protein,HBM496.QTTN.457,Uterus,lab_submission,577184997,9,,
hubmap_hbm497_djzh_744_mibi_uterus_protein,HBM497.DJZH.744,Uterus,lab_submission,577184998,9,HBM737.NXQL.382,
hubmap_hbm522_cflm_852_mibi_uterus_protein,HBM522.CFLM.852,Uterus,lab_submission,577188318,9,,
hubmap_hbm524_jfvn_863_mibi_uterus_protein,HBM524.JFVN.863,Uterus,lab_submission,577185000,9,HBM743.FSGC.752,
hubmap_hbm525_bzjc_926_mibi_uterus_protein,HBM525.BZJC.926,Uterus,lab_submission,577186690,9,HBM427.DPCH.628,
hubmap_hbm525_jlpd_977_mibi_uterus_protein,HBM525.JLPD.977,Uterus,lab_submission,577184894,9,,
hubmap_hbm526_ffgj_297_mibi_uterus_protein,HBM526.FFGJ.297,Uterus,lab_submission,577183186,9,,
hubmap_hbm527_dxpq_356_mibi_uterus_protein,HBM527.DXPQ.356,Uterus,lab_submission,577184901,9,HBM855.JSRH.432,
hubmap_hbm529_qfwc_259_mibi_uterus_protein,HBM529.QFWC.259,Uterus,lab_submission,577186676,9,HBM862.SVKN.436,
hubmap_hbm534_cdww_587_mibi_uterus_protein,HBM534.CDWW.587,Uterus,lab_submission,577183188,9,HBM236.VKZM.892,
hubmap_hbm534_jjhb_889_mibi_uterus_protein,HBM534.JJHB.889,Uterus,lab_submission,577185000,9,,
hubmap_hbm534_zdnw_945_mibi_uterus_protein,HBM534.ZDNW.945,Uterus,lab_submission,577184901,9,HBM892.LHLQ.299,
hubmap_hbm537_jphf_622_mibi_uterus_protein,HBM537.JPHF.622,Uterus,lab_submission,577184891,9,HBM676.VGQV.586,
hubmap_hbm539_pkzn_553_mibi_uterus_protein,HBM539.PKZN.553,Uterus,lab_submission,577184895,9,HBM696.NMNJ.684,
hubmap_hbm539_wtjt_464_mibi_uterus_protein,HBM539.WTJT.464,Uterus,lab_submission,577190060,9,,
hubmap_hbm546_npgh_532_mibi_uterus_protein,HBM546.NPGH.532,Uterus,lab_submission,577181486,9,HBM259.SGMM.647,
hubmap_hbm547_pwmc_589_mibi_uterus_protein,HBM547.PWMC.589,Uterus,lab_submission,577188384,9,HBM339.XRNQ.456,
hubmap_hbm549_cjsk_997_mibi_uterus_protein,HBM549.CJSK.997,Uterus,lab_submission,577181483,9,HBM385.NTHW.467,
hubmap_hbm549_jnkh_249_mibi_uterus_protein,HBM549.JNKH.249,Uterus,lab_submission,577186629,9,HBM232.QFXQ.736,
hubmap_hbm552_jxcb_872_mibi_uterus_protein,HBM552.JXCB.872,Uterus,lab_submission,577184894,9,HBM629.HLJH.658,
hubmap_hbm554_tvpr_268_mibi_uterus_protein,HBM554.TVPR.268,Uterus,lab_submission,577184892,9,HBM647.QGRW.979,
hubmap_hbm555_zntk_962_mibi_uterus_protein,HBM555.ZNTK.962,Uterus,lab_submission,577186673,9,HBM932.HSPZ.392,
hubmap_hbm557_pzrz_633_mibi_uterus_protein,HBM557.PZRZ.633,Uterus,lab_submission,577188381,9,HBM785.KHPT.974,
hubmap_hbm558_kgml_422_mibi_uterus_protein,HBM558.KGML.422,Uterus,lab_submission,577190019,9,,
hubmap_hbm559_jcqf_496_mibi_uterus_protein,HBM559.JCQF.496,Uterus,lab_submission,577184891,9,,
hubmap_hbm562_bdqq_934_mibi_uterus_protein,HBM562.BDQQ.934,Uterus,lab_submission,577188380,9,HBM262.FKKM.985,
hubmap_hbm562_fgzt_852_mibi_uterus_protein,HBM562.FGZT.852,Uterus,lab_submission,577184892,9,HBM764.DFKL.255,
hubmap_hbm565_bmsb_555_mibi_uterus_protein,HBM565.BMSB.555,Uterus,lab_submission,577184898,9,HBM454.MHTH.883,
hubmap_hbm566_zcsf_285_mibi_uterus_protein,HBM566.ZCSF.285,Uterus,lab_submission,577184996,9,HBM726.SPXN.546,
hubmap_hbm574_rbck_759_mibi_uterus_protein,HBM574.RBCK.759,Uterus,lab_submission,577184893,9,HBM957.GCWC.626,
hubmap_hbm576_grbw_848_mibi_uterus_protein,HBM576.GRBW.848,Uterus,lab_submission,577186673,9,HBM896.KQRM.534,
hubmap_hbm576_hcwq_728_mibi_uterus_protein,HBM576.HCWQ.728,Uterus,lab_submission,577188444,9,,
hubmap_hbm578_rpxl_745_mibi_uterus_protein,HBM578.RPXL.745,Uterus,lab_submission,577185001,9,HBM867.QQCL.679,
hubmap_hbm594_gwvl_995_mibi_uterus_protein,HBM594.GWVL.995,Uterus,lab_submission,577184873,9,HBM534.HZVT.527,
hubmap_hbm595_ccls_824_mibi_uterus_protein,HBM595.CCLS.824,Uterus,lab_submission,577183183,9,,
hubmap_hbm622_pxtn_854_mibi_uterus_protein,HBM622.PXTN.854,Uterus,lab_submission,577186673,9,HBM278.XVZM.876,
hubmap_hbm624_xmrv_622_mibi_uterus_protein,HBM624.XMRV.622,Uterus,lab_submission,576660603,9,HBM334.RHTZ.568,
hubmap_hbm625_wnhz_662_mibi_uterus_protein,HBM625.WNHZ.662,Uterus,lab_submission,577184902,9,HBM924.RHDN.439,
hubmap_hbm634_ghph_986_mibi_uterus_protein,HBM634.GHPH.986,Uterus,lab_submission,577185001,9,HBM458.TQNJ.838,
hubmap_hbm638_hwqz_266_mibi_uterus_protein,HBM638.HWQZ.266,Uterus,lab_submission,577184891,9,HBM774.FMWK.835,
hubmap_hbm639_jhbt_479_mibi_uterus_protein,HBM639.JHBT.479,Uterus,lab_submission,577184997,9,HBM668.WMVH.926,
hubmap_hbm642_bqbq_999_mibi_uterus_protein,HBM642.BQBQ.999,Uterus,lab_submission,577183191,9,HBM236.XKVD.576,
hubmap_hbm645_qbfq_879_mibi_uterus_protein,HBM645.QBFQ.879,Uterus,lab_submission,576924529,9,HBM338.CVLQ.488,
hubmap_hbm646_zrtz_549_mibi_uterus_protein,HBM646.ZRTZ.549,Uterus,lab_submission,577184997,9,HBM555.CBQL.388,
hubmap_hbm649_qjjm_548_mibi_uterus_protein,HBM649.QJJM.548,Uterus,lab_submission,577188441,9,HBM795.QKFB.543,
hubmap_hbm653_fmzx_257_mibi_uterus_protein,HBM653.FMZX.257,Uterus,lab_submission,577185001,9,HBM853.HJMP.646,
hubmap_hbm656_wrhj_584_mibi_uterus_protein,HBM656.WRHJ.584,Uterus,lab_submission,577185001,9,HBM289.ZBHM.542,
hubmap_hbm665_zmnl_735_mibi_uterus_protein,HBM665.ZMNL.735,Uterus,lab_submission,577185000,9,HBM229.CTRD.753,
hubmap_hbm675_rhmb_532_mibi_uterus_protein,HBM675.RHMB.532,Uterus,lab_submission,577186676,9,,
hubmap_hbm678_bntk_599_mibi_uterus_protein,HBM678.BNTK.599,Uterus,lab_submission,577184878,9,,
hubmap_hbm688_xsdw_776_mibi_uterus_protein,HBM688.XSDW.776,Uterus,lab_submission,577184898,9,HBM949.FLPW.679,
hubmap_hbm689_dmzd_693_mibi_uterus_protein,HBM689.DMZD.693,Uterus,lab_submission,577188380,9,HBM346.HBZP.532,
hubmap_hbm692_jwnq_842_mibi_uterus_protein,HBM692.JWNQ.842,Uterus,lab_submission,577184893,9,HBM873.DNXG.769,
hubmap_hbm692_lrpb_358_mibi_uterus_protein,HBM692.LRPB.358,Uterus,lab_submission,577184895,9,HBM893.LWZD.456,
hubmap_hbm693_gxcw_762_mibi_uterus_protein,HBM693.GXCW.762,Uterus,lab_submission,577183342,9,HBM652.GCSK.976,
hubmap_hbm694_kghj_534_mibi_uterus_protein,HBM694.KGHJ.534,Uterus,lab_submission,577184998,9,,
hubmap_hbm695_pkfw_682_mibi_uterus_protein,HBM695.PKFW.682,Uterus,lab_submission,577184898,9,HBM384.JNMQ.626,
hubmap_hbm696_qbdc_928_mibi_uterus_protein,HBM696.QBDC.928,Uterus,lab_submission,577184894,9,HBM578.ZQRT.586,
hubmap_hbm699_qbtp_684_mibi_uterus_protein,HBM699.QBTP.684,Uterus,lab_submission,577183342,9,HBM763.MJPD.884,
hubmap_hbm726_kxwb_325_mibi_uterus_protein,HBM726.KXWB.325,Uterus,lab_submission,577184894,9,,
hubmap_hbm727_vzcg_863_mibi_uterus_protein,HBM727.VZCG.863,Uterus,lab_submission,577184894,9,,
hubmap_hbm729_nhjf_956_mibi_uterus_protein,HBM729.NHJF.956,Uterus,lab_submission,577184891,9,HBM392.XMWR.794,
hubmap_hbm732_lrmf_287_mibi_uterus_protein,HBM732.LRMF.287,Uterus,lab_submission,577183191,9,HBM949.BKBC.868,
hubmap_hbm735_pwvl_294_mibi_uterus_protein,HBM735.PWVL.294,Uterus,lab_submission,577186677,9,HBM573.LQQF.645,
hubmap_hbm747_rhfn_588_mibi_uterus_protein,HBM747.RHFN.588,Uterus,lab_submission,577183197,9,HBM699.MZWR.768,
hubmap_hbm764_nxmm_785_mibi_uterus_protein,HBM764.NXMM.785,Uterus,lab_submission,577185000,9,,
hubmap_hbm772_csqs_353_mibi_uterus_protein,HBM772.CSQS.353,Uterus,lab_submission,577188307,9,HBM554.NGKR.393,
hubmap_hbm772_hcwx_787_mibi_uterus_protein,HBM772.HCWX.787,Uterus,lab_submission,577184881,9,HBM629.HKGZ.649,
hubmap_hbm773_pvxd_869_mibi_uterus_protein,HBM773.PVXD.869,Uterus,lab_submission,577183190,9,HBM248.HJBB.845,
hubmap_hbm774_gncd_967_mibi_uterus_protein,HBM774.GNCD.967,Uterus,lab_submission,577185016,9,HBM866.BMJQ.762,
hubmap_hbm775_lktg_696_mibi_uterus_protein,HBM775.LKTG.696,Uterus,lab_submission,577188381,9,HBM679.JXJR.677,
hubmap_hbm776_kfmz_755_mibi_uterus_protein,HBM776.KFMZ.755,Uterus,lab_submission,577190019,9,HBM973.WJWJ.379,
hubmap_hbm784_hvpg_384_mibi_uterus_protein,HBM784.HVPG.384,Uterus,lab_submission,577184867,9,HBM858.WNPC.892,
hubmap_hbm785_qgfz_856_mibi_uterus_protein,HBM785.QGFZ.856,Uterus,lab_submission,577184894,9,HBM849.LSSS.222,
hubmap_hbm786_vlvn_435_mibi_uterus_protein,HBM786.VLVN.435,Uterus,lab_submission,577183201,9,,
hubmap_hbm789_xszp_797_mibi_uterus_protein,HBM789.XSZP.797,Uterus,lab_submission,577185000,9,,
hubmap_hbm796_nkqb_286_mibi_uterus_protein,HBM796.NKQB.286,Uterus,lab_submission,577184993,9,,
hubmap_hbm796_tzpx_595_mibi_uterus_protein,HBM796.TZPX.595,Uterus,lab_submission,577184881,9,HBM583.VMRL.945,
hubmap_hbm798_wzkk_699_mibi_uterus_protein,HBM798.WZKK.699,Uterus,lab_submission,577184894,9,,
hubmap_hbm798_xdvp_432_mibi_uterus_protein,HBM798.XDVP.432,Uterus,lab_submission,577184873,9,HBM964.QDJQ.743,
hubmap_hbm829_ftcd_454_mibi_uterus_protein,HBM829.FTCD.454,Uterus,lab_submission,577184895,9,HBM349.JMXZ.632,
hubmap_hbm829_pddg_496_mibi_uterus_protein,HBM829.PDDG.496,Uterus,lab_submission,577184901,9,HBM829.HRPD.829,
hubmap_hbm836_rwtl_263_mibi_uterus_protein,HBM836.RWTL.263,Uterus,lab_submission,577188380,9,HBM538.VFFN.553,
hubmap_hbm837_gsbz_237_mibi_uterus_protein,HBM837.GSBZ.237,Uterus,lab_submission,577184998,9,HBM655.RVSP.298,
hubmap_hbm837_knjv_852_mibi_uterus_protein,HBM837.KNJV.852,Uterus,lab_submission,576660576,9,HBM284.FQRQ.428,
hubmap_hbm838_vlbv_829_mibi_uterus_protein,HBM838.VLBV.829,Uterus,lab_submission,577184892,9,HBM479.JZMH.487,
hubmap_hbm845_pkdg_353_mibi_uterus_protein,HBM845.PKDG.353,Uterus,lab_submission,577188444,9,HBM367.HXVX.992,
hubmap_hbm848_mjvk_888_mibi_uterus_protein,HBM848.MJVK.888,Uterus,lab_submission,577184894,9,HBM837.VCTX.325,
hubmap_hbm852_wwtr_224_mibi_uterus_protein,HBM852.WWTR.224,Uterus,lab_submission,577186590,9,HBM832.JBXK.434,
hubmap_hbm857_ksrq_839_mibi_uterus_protein,HBM857.KSRQ.839,Uterus,lab_submission,577184894,9,HBM779.ZBMX.798,
hubmap_hbm857_wqjx_764_mibi_uterus_protein,HBM857.WQJX.764,Uterus,lab_submission,577185000,9,HBM324.DRZP.422,
hubmap_hbm862_dddq_629_mibi_uterus_protein,HBM862.DDDQ.629,Uterus,lab_submission,577186568,9,HBM595.FNHH.789,
hubmap_hbm862_gjrt_992_mibi_uterus_protein,HBM862.GJRT.992,Uterus,lab_submission,577183186,9,,
hubmap_hbm875_mrxw_469_mibi_uterus_protein,HBM875.MRXW.469,Uterus,lab_submission,577184894,9,HBM269.VVFS.334,
hubmap_hbm883_pbzb_248_mibi_uterus_protein,HBM883.PBZB.248,Uterus,lab_submission,577185001,9,HBM254.WNRF.534,
hubmap_hbm885_kdqv_248_mibi_uterus_protein,HBM885.KDQV.248,Uterus,lab_submission,577184894,9,HBM263.MXVH.898,
hubmap_hbm885_lxgs_976_mibi_uterus_protein,HBM885.LXGS.976,Uterus,lab_submission,577184878,9,HBM276.NXKT.226,
hubmap_hbm886_bwml_747_mibi_uterus_protein,HBM886.BWML.747,Uterus,lab_submission,577190024,9,HBM347.SPBZ.875,
hubmap_hbm887_dprs_422_mibi_uterus_protein,HBM887.DPRS.422,Uterus,lab_submission,577185000,9,HBM278.HKNP.262,
hubmap_hbm887_tlxr_894_mibi_uterus_protein,HBM887.TLXR.894,Uterus,lab_submission,577184894,9,HBM282.RJBP.442,
hubmap_hbm893_gwwt_254_mibi_uterus_protein,HBM893.GWWT.254,Uterus,lab_submission,577184878,9,HBM756.CMNB.785,
hubmap_hbm894_nxbd_956_mibi_uterus_protein,HBM894.NXBD.956,Uterus,lab_submission,577184894,9,HBM839.ZPNM.248,
hubmap_hbm925_cjtm_862_mibi_uterus_protein,HBM925.CJTM.862,Uterus,lab_submission,577184896,9,,
hubmap_hbm935_xgnv_348_mibi_uterus_protein,HBM935.XGNV.348,Uterus,lab_submission,577186629,9,HBM835.KCDK.276,
hubmap_hbm938_grrv_389_mibi_uterus_protein,HBM938.GRRV.389,Uterus,lab_submission,577184899,9,,
hubmap_hbm944_ckwn_576_mibi_uterus_protein,HBM944.CKWN.576,Uterus,lab_submission,577184998,9,HBM557.HZZH.482,
hubmap_hbm953_jhwj_752_mibi_uterus_protein,HBM953.JHWJ.752,Uterus,lab_submission,577184997,9,HBM746.ZPGQ.644,
hubmap_hbm953_wbfb_656_mibi_uterus_protein,HBM953.WBFB.656,Uterus,lab_submission,577184891,9,,
hubmap_hbm962_knck_947_mibi_uterus_protein,HBM962.KNCK.947,Uterus,lab_submission,577184893,9,HBM884.BLCS.293,
hubmap_hbm964_lvpl_638_mibi_uterus_protein,HBM964.LVPL.638,Uterus,lab_submission,577184899,9,HBM596.RDBW.548,
hubmap_hbm964_twtv_455_mibi_uterus_protein,HBM964.TWTV.455,Uterus,lab_submission,577184998,9,HBM459.CJWM.725,
hubmap_hbm966_blfs_983_mibi_uterus_protein,HBM966.BLFS.983,Uterus,lab_submission,577188321,9,HBM348.BSKF.594,
hubmap_hbm966_nkxf_465_mibi_uterus_protein,HBM966.NKXF.465,Uterus,lab_submission,577184894,9,HBM292.PMFN.687,
hubmap_hbm969_sdkg_788_mibi_uterus_protein,HBM969.SDKG.788,Uterus,lab_submission,577184870,9,HBM956.WMBT.943,
hubmap_hbm972_fwfl_332_mibi_uterus_protein,HBM972.FWFL.332,Uterus,lab_submission,577181486,9,HBM252.PSLX.399,
hubmap_hbm973_ghqh_368_mibi_uterus_protein,HBM973.GHQH.368,Uterus,lab_submission,577184890,9,HBM892.PHBG.697,
hubmap_hbm973_lqcm_488_mibi_uterus_protein,HBM973.LQCM.488,Uterus,lab_submission,577184892,9,HBM939.LCVV.254,
hubmap_hbm976_dfcv_879_mibi_uterus_protein,HBM976.DFCV.879,Uterus,lab_submission,577184901,9,HBM376.MSTH.249,
hubmap_hbm977_jqgh_993_mibi_uterus_protein,HBM977.JQGH.993,Uterus,lab_submission,577184901,9,HBM735.VDQV.744,
hubmap_hbm978_kxlg_227_mibi_uterus_protein,HBM978.KXLG.227,Uterus,lab_submission,577184891,9,HBM677.WZWK.635,
